Player,Current Team,Minutes,Non Penalty xG,Non Penalty xG/Shot,Open Play xG Assisted,Shots,OBV,Shot OBV,Dribble & Carry OBV,Defensive Action OBV,Pass OBV,Deep Progressions,Touches in box,Line Breaking Passes,Line Breaking Passes Completed,Line Breaking Passes Completed%,Line Breaking Passes On Ball Value,Ball Receipts in Space 10m%,Turnovers,Fouls,Fouls Won,Aerial Win%,Aerial Wins,Pressures,Tackles & Interceptions,Dribbled Past,Goal Kicks,Goals Saved Above Average,Long Goal Kicks,Non Penalty PSxG Faced,Non Penalty Save%,Non Penalty Shots Faced,Penalty Goals Conceded,Penalties Faced,Saves,Short Goal Kicks,Shot Stopping%,Shots Faced,Box Cross%,Ball Receipts in Space 10m% in Final Third,Ball Receipts in Space 10m% in Opposing Half,Ball Receipts in Space 2m%,Ball Receipts in Space 2m% in Final Third,Ball Receipts in Space 2m% in Opposing Half,Ball Receipts in Space 5m%,Ball Receipts in Space 5m% in Final Third,Ball Receipts in Space 5m% in Opposing Half,Carries,Carry Length,Clearances,Dispossessed,Dribble%,Dribbles,Errors,Failed Dribbles,Open Play Box Cross%,Penalty Wins,Space Received In,Space Received in Final Third,Space Received in Opposing Half,Successful Box Cross%,Successful Open Play Box Cross%,Touches,Goalkeeper OBV,Second Yellow Cards,Aggressive Actions,All Aerials,Ball Recoveries,Ball Recoveries in Opposing Half,Blocked Shots,Blocks/Shot,Counterpressures,Counterpressures in Opposing Half,Counterpressures in Opposing Half%,Defensive Action Distance,Goalkeeper Aggressive Distance,Goals Conceded,Interceptions,Non Aerial Duels,Non Penalty Goals Conceded,Non Penalty xG Faced,Opposition Non Penalty Shots on Target,Opposition Non Penalty Shots on Target%,Opposition Shots Outside Box,Pressures in Opposing Half,Pressures in Opposing Half%,Red Cards,Tack/Dribbled Past%,Tackles,Yellow Cards,Assists,Crosses,Crossing%,Deep Completions,Key Passes,Left To Right Footedness%,Line Breaking Passes Completed in Final Third,Line Breaking Passes Completed in Final Third%,Line Breaking Passes Completed in Opposing Half,Line Breaking Passes Completed in Opposing Half%,Line Breaking Passes Distance,Line Breaking Passes Distance in Final Third,Line Breaking Passes Distance in Opposing Half,Line Breaking Passes in Final Third,Line Breaking Passes in Opposing Half,Line Breaking Passes On Ball Value in Final Third,Line Breaking Passes On Ball Value in Opposing Half,Line Breaking Passes Received,Line Breaking Passes to Space 10m,Line Breaking Passes to Space 10m in Final Third,Line Breaking Passes Received 10m in Opposing Half,Line Breaking Passes Received 2m,Line Breaking Passes Received 2m in Final Third,Line Breaking Passes Received 2m in Opposing Half,Line Breaking Passes Received 5m,Line Breaking Passes Received 5m in Final Third,Line Breaking Passes Received 5m in Opposing Half,Line Breaking Passes Received Distance,Line Breaking Passes Received Distance in Final Third,Line Breaking Passes Received Distance in Opposing Half,Line Breaking Passes Received in Final Third,Line Breaking Passes Received in Opposing Half,Line Breaking Passes to Space 10m,Line Breaking Passes to Space 10m in Final Third,Line Breaking Passes to Space 10m in Opposing Half,Line Breaking Passes to Space 2m,Line Breaking Passes to Space 2m in Final Third,Line Breaking Passes to Space 2m in Opposing Half,Line Breaking Passes to Space 5m,Line Breaking Passes to Space 5m in Final Third,Line Breaking Passes to Space 5m in Opposing Half,Line Breaking Passes/Pass in Final Third%,Line Breaking Passes/Pass in Opposing Half%,Line Breaking Passes/Pass%,Long Ball%,Long Balls,Non Throw-in Key Passes,Non Throw-in Passes,Non Throw-in Passes from Defensive Third,Non Throw-in Passes Into Final Third ,Non Throw-in Through Balls,Open Play Assists,Open Play Key Passes,Open Play Pass Backward% in Final Third,Open Play Pass Forward% in Final Third,Open Play Pass Sideways% in Final Third,Open Play Passes,Open Play Passes in Final Third,Open Play Passes Into Box,Pass Backward%,Pass Forward%,Pass Length,Pass Sideways%,Passes,Passes Inside Box,Passes Into Box,Passes Being Pressured%,Passing%,Pressured Long Balls,Pressured Pass Length,Pressured Passes in Defensive Third,Pressured Pass%,Received Passes,Successful Open Play Pass Backward% in Final Third,Successful Open Play Pass Forward% in Final Third,Successful Open Play Pass Sideways% in Final Third,Successful Open Play Passes in Final Third,Successful Open Play Passes Into Box,Successful Pass Length,Successful Passes Inside Box,Successful Passes Into Box,Successful Pressured Pass Length,Successful Set Piece Passes Into Box,Successful Through Balls,Successful Crosses,Successful Passes,Through Balls,Unpressured Long Balls,Corners,Free Kicks,Free Kicks from Defensive Third,Free Kicks from Final Third,Free Kicks from Middle Third,Penalties,Penalty Conversion%,Set Piece Assists,Set Piece Key Passes,Set Piece Passes Into Box,Set Piece xG Assisted,Throw-ins,Throw-Ins from Defensive Third,Throw-Ins from Final Third,Throw-Ins from Middle Third,Goal Conversion%,Goals & Penalty Goals,Non Penalty Goals,Non Penalty PSxG,Non Penalty Shots,Open Play Shots,Shooting%,Shot Touch%,Shots Outside Box,Successful Dribbles,xG,xG Assisted,Age
César Azpilicueta,Sevilla,960.5564,0.0257,0.055,0.0086,0.4684,0.245,-0.007,0.0424,0.0722,0.1181,6.465,1.9676,7.683,3.8415,0.5,0.0387,0.4611,0.5621,0.8432,0.5621,0.5277,1.7802,9.838,2.9982,0.6558,0,-0.0118,0,0.4566,0.7368,7.683,0.1873,0.1873,0,0,-0.0066,7.8704,0.1904,0.1617,0.3475,0.98,0.9117,0.9625,0.8691,0.6911,0.8181,43.8495,4.3881,2.2486,0.281,0.5,0.1873,0,0.0936,0.1111,0,9.889,6.7878,8.5356,0.25,0.25,122.0854,0,0,6.746,3.373,2.3423,0.3747,0.1873,0.0243,3.0919,1.8739,0.606,41.3366,,0.7495,0.7495,2.2486,0.4684,0.6068,1.7802,0.2317,3.6541,2.2486,0.2285,0,0.7741,2.9045,0,0,0.5621,0.1666,0,0.1873,0.126,0.4684,0.3125,1.6865,0.439,3.0268,4.2796,3.7653,1.4991,3.8415,0.0141,0.027,1.5928,0.0936,0.0936,0.0936,1.1243,1.0306,1.0306,0.4684,0.4684,0.4684,3.9171,3.9376,3.9376,1.4991,1.4991,0.0936,0,0,2.5297,0.4684,1.4054,0.6558,0.1873,0.3747,0.2051,0.1898,0.1482,0.4666,5.6217,0.1873,56.03,15.6471,6.8397,0.281,0,0.1873,0.0736,0.3006,0.6257,55.3741,15.2723,1.6865,0.0659,0.2624,19.1974,0.6715,63.9004,0.5621,1.9676,0.0791,0.8621,0.4684,17.4048,1.6865,0.7222,48.8154,0.0833,0.2833,0.6333,11.2434,0.3747,17.797,0,0.3747,14.4176,0,0.0936,0.0936,55.093,0.281,5.1532,0,0.6558,0.3747,0,0.281,0,,0,0,0.281,0,7.8704,2.155,2.5297,3.1856,0.2,0.0936,0.0936,0.0684,0.4684,0.1873,0.4,0.0038,0.1873,0.0936,0.0257,0.0086,36
Andreas Christensen,Barcelona,282.4095,0.0179,0.0564,0.0158,0.3186,0.1532,-0.018,0.0502,0.0449,0.0973,7.3297,0.956,7.9671,5.4176,0.68,0.0141,0.5844,0.3186,1.5934,0.956,0.647,3.5055,6.6924,2.2308,0,0,0.156,0,0.7934,0.7777,7.3297,0,0,0,0,0.0544,7.3297,,0.3333,0.6142,0.9935,1,1,0.922,1,0.9428,55.77,4.9769,3.1868,0.3186,,0,0,0,,0,10.8093,10.3934,10.4408,,,141.1779,0,0,2.5494,5.4176,5.0989,0.956,0,0,3.1868,1.5934,0.5,43.4049,,0.6373,0.6373,1.5934,0.6373,1.0339,2.8681,0.3913,1.5934,1.9121,0.2857,0,1,1.5934,0.956,0,0,,0,0.3186,0.0497,0.3186,1,1.9121,0.75,4.2828,5.5542,3.9446,0.3186,2.5494,0.0077,0.0096,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,5.4176,0.3186,1.9121,1.5934,0.3186,0.3186,0.1428,0.1,0.1231,0.5714,2.2308,0.3186,70.4296,19.1211,7.6484,0,0,0.3186,0,0.3437,0.6562,69.7922,10.1979,0,0.0271,0.2624,17.4879,0.7104,70.4296,0,0,0.1221,0.9321,0.6373,18.0692,4.1429,0.7407,58.0008,0,0.2857,0.7142,8.9232,0,17.2297,0,0,16.2999,0,0,0,65.6493,0,1.5934,0,0.6373,0.3186,0,0.3186,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.3186,0,0,0.0022,0,0,0.0179,0.0158,29
Antonio Rüdiger,Real Madrid,2520.2043,0.0572,0.0667,0.0146,0.857,0.1014,-0.0471,0.0494,0.0032,0.069,5.1781,1.357,7.7136,4.7853,0.6203,0.0512,0.6812,0.2142,0.7142,0.6785,0.5694,1.4641,5.3567,1.3927,0.2499,0.4285,-0.0522,0,0.8047,0.6923,9.1064,0.0357,0.0357,0,0.4285,-0.0187,9.1421,0.1304,0.2413,0.6264,0.9966,0.9655,0.9924,0.9495,0.7241,0.9547,51.2815,5.3787,3.2854,0.1071,0.25,0.1428,0.0357,0.1071,0.1304,0.0714,12.2044,7.6661,11.2429,0.125,0.125,131.1679,0,0,2.6069,2.5712,2.714,0.7856,0.5356,0.0588,1.8212,0.607,0.3333,38.5333,,0.8927,0.6785,0.7142,0.857,0.7996,2.7854,0.3058,3.5711,1.0713,0.2,0,0.7407,0.9642,0.1071,0,0.1428,0.25,0.0714,0.1785,0.2441,0.2499,0.5833,1.1784,0.66,3.8092,1.6174,2.8458,0.4285,1.7855,0.0025,0.0114,0.1785,0,0,0,0.1428,0.1428,0.1428,0.0357,0.0357,0.0357,3.358,3.358,3.358,0.1785,0.1785,0.3214,0,0,3.214,0.1071,0.7499,1.6784,0.0357,0.2856,0.2448,0.1358,0.1351,0.6796,8.2493,0.2142,65.1018,27.462,6.4994,0.3571,0,0.2142,0.0042,0.4042,0.5914,62.9591,8.3921,0.8213,0.0218,0.2004,22.5829,0.7777,65.3875,0.0714,0.8213,0.0966,0.918,0.8927,21.4253,3.8211,0.8361,56.2097,0.0059,0.2574,0.7365,5.9638,0.2856,21.4765,0.0357,0.2856,21.2956,0,0.1428,0.0357,60.0308,0.3571,7.3565,0,1.7141,1.0356,0.0357,0.6428,0,,0,0,0,0,0.2856,0.1428,0,0.1428,0,0,0,0.0338,0.857,0.3928,0.1666,0.0065,0.3214,0.0357,0.0572,0.0146,32
Javi Manquillo,Celta Vigo,557.282,0,,0,0,0.2151,0,0.0177,0.0391,0.0348,4.0374,0.3229,6.1369,3.7144,0.6052,0.0304,0.5019,0.6459,1.6149,0.1614,0.4705,1.2919,8.7208,2.5839,0.6459,0.1614,-0.2054,0,1.4095,0.5454,10.9818,0,0,0,0.1614,-0.0578,10.9818,0.25,0.2857,0.4588,0.988,0.9523,0.9882,0.8884,0.7142,0.8588,44.8964,4.6526,2.5839,0.1614,0,0.1614,0,0.1614,0.25,0,10.053,7.2529,9.2709,0,0,118.3781,0,0,6.6214,2.7454,1.2919,0.3229,0.4844,0.0441,4.0374,1.6149,0.4,43.1648,,1.7764,1.7764,0.8074,1.6149,1.1315,3.5529,0.3235,4.0374,2.5839,0.2962,0,0.5555,1.4534,0.1614,0,0.3229,0.5,0,0,0.0539,0.8074,0.8333,1.4534,0.75,3.8493,1.2093,2.3065,0.9689,1.9379,0.013,0.0147,1.1304,0,0,0,0.8074,0.6459,0.8074,0.3229,0.3229,0.3229,4.0445,4.463,4.5486,0.8074,0.9689,0.3229,0,0,2.7454,0.3229,0.9689,0.9689,0,0.1614,0.1875,0.1348,0.1137,0.5714,3.3914,0,58.9468,20.3487,4.0374,0,0,0,0.0327,0.4918,0.4754,57.3318,9.8513,0.6459,0.0431,0.2291,19.1283,0.7277,59.9158,0.3229,0.6459,0.097,0.911,0.6459,19.518,2.7454,0.5833,50.8719,0.0425,0.4042,0.5531,7.5904,0.3229,18.4798,0,0.3229,19.2157,0,0,0.1614,54.5863,0,2.7454,0,1.4534,0.3229,0,1.1304,0,,0,0,0,0,0.9689,0.4844,0,0.4844,,0,0,0,0,0,,0,0,0,0,0,31
Ayoze Pérez,Villarreal,2164.5135,0.5155,0.1653,0.1201,3.1184,0.3402,0.2454,0.0551,0.0178,0.0209,3.1184,8.108,3.4511,1.7879,0.518,0.0387,0.0251,3.5342,1.081,2.0374,0.2372,0.5821,22.2451,1.6631,0.8315,0,-0.0407,0,0.8324,0.7375,10.3949,0.1247,0.1663,0,0,-0.0122,10.5612,0.2894,0.0096,0.0125,0.675,0.6538,0.6666,0.2562,0.2115,0.2295,20.9562,7.6387,0.4573,1.9542,0.4528,2.2037,0,1.2058,0.2894,0,3.6362,3.3517,3.4861,0.3,0.3,52.5568,0,0,11.5591,2.4532,2.4947,1.4137,0.0831,0.008,6.1122,4.5321,0.7414,72.5856,,1.0394,0.4989,1.1642,0.8731,0.9075,3.3263,0.32,4.0748,15.3845,0.6915,0,0.5833,1.9958,0.1663,0.0415,0.7068,0.5294,0.7484,1.2889,0.06,1.0394,0.5434,1.3721,0.4925,3.9244,3.214,3.3069,1.9126,2.7858,0.036,0.0372,10.5612,0.1663,0.0831,0.0831,6.6943,3.2848,4.9064,2.1621,0.9147,1.3305,3.3096,3.1343,3.1753,5.3222,7.7338,0.0415,0,0,1.3721,0.79,0.9979,0.6652,0.2494,0.3742,0.2911,0.2627,0.2324,0.6451,1.2889,1.2473,17.2556,0.8731,2.0374,0.5405,0.0415,1.2473,0.08,0.2177,0.7022,15.7171,9.3554,1.58,0.149,0.1754,17.9113,0.6754,17.2971,1.081,1.58,0.2644,0.7812,0.2494,15.1567,0.4157,0.6818,22.0372,0.0925,0.1975,0.7098,6.7359,0.8315,18.1251,0.4157,0.8315,15.9794,0,0.2494,0.3742,13.5134,0.5405,1.0394,0,0.0415,0,0,0.0415,0,,0,0,0,0,0.0415,0,0.0415,0,0.2533,0.79,0.79,0.686,3.1184,2.7858,0.4266,0.0593,0.6652,0.9979,0.5155,0.1201,32
Florian Grégoire Claude Lejeune,Rayo Vallecano,3675.2956,0.0689,0.0485,0.0245,1.4202,0.0927,-0.0635,0.0572,-0.0041,0.0825,4.4078,1.7141,10.0889,5.877,0.5825,0.059,0.603,0.2203,1.3468,0.4897,0.7298,3.1099,8.2523,2.3018,0.5632,0.3428,0.1044,0.0734,1.0349,0.7379,10.995,0.1469,0.1714,0,0.2693,0.0294,11.1664,0.1,0.3235,0.5317,0.9906,0.7941,0.9609,0.9199,0.5588,0.8536,38.3724,5.6274,4.1139,0.1224,0.75,0.1959,0.0244,0.0489,0.1071,0,11.4838,6.9009,9.9675,0.2857,0.2857,104.2446,0,0,4.4322,4.2608,4.0894,0.808,0.9305,0.0846,2.6446,1.004,0.3796,35.8992,,1.1019,1.1509,1.1509,0.9305,0.9721,3.5507,0.3229,3.5752,1.7141,0.2077,0,0.6714,1.7141,0.1959,0.0489,0.1224,0.4,0.1224,0.2938,0.0613,0.2203,0.4736,1.1019,0.6617,4.0542,3.0314,4.166,0.4652,1.6651,0.0168,0.0244,0.2938,0,0,0,0.1714,0.0489,0.1224,0.0489,0,0.0244,2.7655,1.4761,2.332,0.1714,0.2448,0.2203,0,0.0244,4.3098,0.1469,0.8815,2.1549,0.0489,0.3183,0.4222,0.2259,0.2277,0.5724,10.6522,0.2938,51.3509,25.6142,7.7381,0,0.0244,0.2693,0.0089,0.4537,0.5373,49.0491,8.2034,0.6856,0.0242,0.2781,27.0143,0.6975,51.4978,0.1469,0.7346,0.125,0.8402,1.1509,23.6652,3.4038,0.6996,39.7437,0.0155,0.3367,0.6476,4.7261,0.1714,24.1348,0.0734,0.1714,21.989,0,0,0.0489,43.2699,0,9.5012,0,2.4487,0.7836,0.4162,1.2488,0,,0,0,0.0489,0,0.1469,0.0734,0,0.0734,0.0344,0.0489,0.0489,0.05,1.4202,0.2693,0.2931,0.0136,0.8325,0.1469,0.0689,0.0245,34
Paulo Gazzaniga,Girona,3495.9415,0,,0,0,0.0171,0,0.0413,-0.0043,0.0762,0.3861,0.0514,4.0933,1.6218,0.3962,0.0174,0.704,0.0257,0.0257,0.1287,,0,0.0772,0,0.0257,4.6339,-0.103,2.4199,1.1326,0.647,10.5036,0.0514,0.1287,2.3942,2.2139,-0.0294,10.6323,0,0,0,0.9934,0,0,0.9658,0,0,19.6942,4.1567,0,0.0257,1,0.0772,0.0257,0,0,0,14.1053,1.3601,1.3601,,,58.2074,-0.0961,0,0.0514,0,2.7803,0,0,0,0.0514,0,0,11.4833,12.046,1.3129,0,0,1.2357,1.0045,3.5012,0.3333,4.0933,0,0,0,0,0.0257,0.1029,0,0,,0.0257,0,0.0664,0,,0,,3.2381,,,0,0,0,0,0.0257,0,0,0,0,0,0,0,0,0,1.3601,1.3601,1.3601,0.0257,0.0257,0.0514,0,0,1.004,0,0,0.4376,0,0,0,0,0.1958,0.4395,10.4263,0,30.9959,30.8157,2.4199,0.0772,0,0,0,0.9655,0.0344,25.0747,1.4931,0.2316,0,0.3787,33.5655,0.6212,30.9959,0,0.2831,0.1818,0.8056,2.1882,35.301,5.6122,0.7716,19.7457,0,0.909,0.0909,0.2831,0,25.7832,0,0,27.304,0,0,0,24.9718,0.0772,8.2381,0,1.2872,1.2614,0,0.0257,0,,0,0,0.0514,0,0,0,0,0,,0,0,0,0,0,,0,0,0.0772,0,0,33
Eric Bailly,Real Oviedo,709.187,0.0291,0.0574,0,0.5076,-0.0277,-0.0275,0.0524,-0.0275,-0.0069,2.2843,1.3959,7.2336,4.4417,0.614,0.0098,0.6615,0.6345,1.1421,0.2538,0.6,1.5228,5.8376,2.5381,0,0.7614,-0.6064,0,1.1702,0.5757,11.4215,0,0.1269,0,0.7614,-0.1448,11.5484,,1,0.5135,0.9948,1,1,0.923,1,0.9459,31.3457,6.5759,3.1726,0.1269,0,0.2538,0,0.2538,,0,11.4588,10.7004,10.4203,,,84.5193,0,0,4.6955,2.5381,2.7919,0.3807,0.6345,0.0555,1.6497,0.1269,0.0769,32.1822,,1.7766,1.269,1.269,1.7766,1.0143,4.1878,0.3666,4.1878,0.6345,0.1086,0.1269,1,1.269,0.2538,0,0,,0,0,0.1888,0.1269,1,1.269,0.8333,3.509,2.6925,3.7284,0.1269,1.5228,0.001,0.0033,0,0,0,0,0,0,0,0,0,0,,,,0,0,0.2538,0,0,3.2995,0.1269,1.1421,0.8883,0,0.3807,0.2,0.1791,0.2035,0.5853,5.2031,0,40.8636,17.1322,3.5533,0,0,0,0,0.4687,0.5312,38.5793,4.0609,0,0.0123,0.2291,21.2499,0.7585,40.9905,0.1269,0,0.065,0.8668,0.1269,16.0185,1.5228,0.9047,32.4879,0,0.5,0.5,2.2843,0,19.7895,0,0,13.8142,0,0,0,35.5336,0,5.0762,0,1.5228,0.8883,0,0.6345,0,,0,0,0,0,0.1269,0.1269,0,0,0,0,0,0,0.5076,0,0,0.006,0,0,0.0291,0,31
Daley Blind,Girona,3045.6064,0.0141,0.0477,0.0427,0.2955,0.241,0.0001,0.0673,0.0342,0.1425,10.3132,1.0047,13.2682,9.3675,0.706,0.096,0.5035,0.6205,0.5614,0.7092,0.5573,1.0047,9.5744,2.5709,0.4432,0.2364,-0.1256,0,1.145,0.6587,10.4018,0.0591,0.0886,0,0.2364,-0.0337,10.4905,0.3,0.3214,0.4603,0.9834,0.9508,0.9833,0.8883,0.8214,0.8849,61.9088,5.9576,2.2754,0.2659,0.55,0.591,0.0295,0.2659,0.3157,0,10.1559,8.1486,9.5451,0.2777,0.2857,152.4523,0,0,5.7623,1.8025,3.7529,1.2706,0.325,0.0312,3.8415,2.3345,0.6076,45.1409,,1.3593,1.1229,1.4479,1.2706,0.9939,3.7233,0.3579,4.1962,3.221,0.3364,0,0.7656,1.8912,0.0591,0.0591,0.8865,0.3666,0,0.5319,0.785,1.4184,0.5783,4.4917,0.7102,3.9324,2.997,3.6271,2.4527,6.3238,0.0423,0.0669,0.8865,0.0886,0.0591,0.0591,0.7683,0.2955,0.4432,0.3841,0.1477,0.2364,5.6967,4.3732,5.0336,0.4137,0.5614,0.3546,0.0591,0.1182,7.3876,0.9751,3.4574,2.9255,0.2659,1.182,0.3267,0.2388,0.199,0.69,9.2493,0.4728,73.9064,20.39,10.7269,0.2659,0.0591,0.4728,0.0254,0.2929,0.6816,71.7788,19.7694,2.2458,0.0541,0.2198,21.2149,0.7259,77.5412,0.2068,2.364,0.133,0.891,1.2115,19.7226,4.3735,0.828,64.4797,0.0317,0.2747,0.6934,15.8096,1.0342,20.3702,0,1.0638,19.4439,0.0295,0.0886,0.325,69.0896,0.2659,8.0378,0.0295,1.8616,0.7092,0.0295,1.1229,0,,0,0,0.1182,0,3.6347,1.1229,0.916,1.5957,0,0,0,0.0113,0.2955,0.2364,0.4,0.0019,0.1182,0.325,0.0141,0.0427,35
Ander Herrera,Boca Juniors,307.1147,0.2432,0.1185,0.0094,2.3444,0.253,0.0591,0.0387,0.0386,0.0302,7.3262,2.0513,10.5498,6.154,0.5833,0.0776,0.0857,0.5861,1.7583,1.1722,0.625,1.4652,17.583,2.3444,0.8791,0,-0.2319,0,0.3541,0.6,8.4984,0,0,0,0,-0.1582,8.4984,0.1666,0.0294,0.0816,0.95,0.9411,0.9387,0.5857,0.4117,0.551,46.3019,4.046,3.2235,0.5861,1,1.1722,0,0,0.1666,0,5.9051,4.9054,5.7504,0,0,123.3741,0,0,13.7733,2.3444,3.8096,2.0513,0,0,7.9123,5.861,0.7407,55.3717,,0.5861,0.5861,1.7583,0.5861,0.6338,1.4652,0.1724,3.2235,6.7401,0.3833,0,0.6666,2.6374,0.5861,0,0.293,0,0.293,0.293,0.1463,0.8791,0.6,4.3957,0.6818,4.7855,2.5082,3.9462,1.4652,6.4471,0.0378,0.0814,3.8096,0,0,0,3.2235,1.7583,2.3444,0.8791,0.5861,0.5861,3.8588,3.9979,3.6533,2.0513,2.9305,0.5861,0,0.293,5.2749,0.5861,3.5166,2.3444,0,1.4652,0.1785,0.2095,0.1945,0.7692,3.8096,0.293,59.7822,7.0332,7.9123,0,0,0.293,0.0757,0.2727,0.6515,58.0239,19.3413,1.7583,0.0878,0.1463,18.0293,0.7658,60.0752,0,1.7583,0.1365,0.8878,0.8791,18.7374,0.8791,0.8571,50.1115,0.0847,0.2372,0.6779,17.2899,0.5861,17.3379,0,0.5861,18.935,0,0,0,53.3351,0,2.9305,0,1.7583,0.293,0.293,1.1722,0.293,0,0,0,0,0,0.293,0,0,0.293,0,0,0,0.1903,2.0513,1.7583,0.4285,0.019,1.4652,1.1722,0.4728,0.0094,36
Adrián,Real Betis,1889.1853,0,,0,0,0.013,0,0.0721,0,0.049,0.2858,0,4.5733,2.0485,0.4479,0.0164,0.7804,0.0476,0,0.1905,,0,0.1429,0,0.1429,5.1927,-0.096,2.0485,1.1425,0.6578,10.2901,0.0476,0.0476,2.3819,3.1442,-0.0265,10.3377,0,,,1,,,0.9796,,,16.912,4.9606,0,0,,0,0.0952,0,0,0,15.8436,,,,,54.2614,-0.1082,0,0,0,3.1918,0,0,0,0,0,,11.0666,13.7968,1.2862,0,0,1.2386,1.099,3.6206,0.3518,3.8588,0,0,0,0,0.1429,0.0476,0,0,,0,0,0.1173,0,,0,,3.8792,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0.2381,0,0,1.3339,0,0,0.5716,0,0,,,0.2622,0.4489,11.6716,0,29.6318,29.3936,1.1909,0,0,0,0,0.909,0.0909,21.7236,0.524,0.0476,0,0.3745,34.5254,0.6254,29.6318,0,0.0952,0.172,0.7668,3.2394,41.7597,5.0497,0.6074,14.6729,0,1,0,0.1429,0,27.599,0,0,34.2223,0,0,0,22.724,0,8.4322,0,2.7154,2.7154,0,0,0,,0,0,0.0476,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,38
Thomas Lemar,Girona,116.8026,0.1053,0.0683,0.0154,1.541,0.0516,-0.0782,0.034,0.0216,0.0741,1.541,0.7705,9.2463,4.6231,0.5,0.0453,0.1607,1.541,2.3115,1.541,0,0,26.9685,1.541,0.7705,0,-0.0988,0,1.4422,0.5,11.5579,0,0,0,0,-0.032,11.5579,0.3333,0.1052,0.1944,0.9285,0.9473,0.9722,0.6964,0.6842,0.7222,44.6907,3.846,0,1.541,0,0.7705,0,0.7705,0,0,6.5909,5.9863,6.8118,0.2,0,109.4153,0,0,15.4106,0.7705,2.3115,0.7705,0,0,10.0169,7.7053,0.7692,58.8627,,1.541,0,1.541,1.541,1.5798,3.0821,0.2666,4.6231,14.64,0.5428,0,0.6666,2.3115,0,0,2.3115,0.3333,0,1.541,0.9264,2.3115,0.6,3.0821,0.5,4.6584,6.0812,6.3053,3.8526,6.1642,0.0395,0.0432,4.6231,0,0,0,4.6231,0.7705,1.541,3.0821,0,0.7705,5.4626,3.1256,4.5836,0.7705,1.541,0,0,0,3.0821,1.541,2.3115,2.3115,1.541,2.3115,0.2941,0.25,0.2105,0.4,3.8526,1.541,51.6255,6.1642,3.0821,0,0,0.7705,0.125,0.1666,0.7083,47.0023,18.4927,4.6231,0.1323,0.147,18.7373,0.7205,52.396,0,6.9347,0.0882,0.8382,0.7705,19.91,3.0821,1,48.5434,0.1764,0.0588,0.7647,13.099,3.0821,17.3354,0,3.8526,19.91,0.7705,0,0.7705,43.9202,0,3.0821,1.541,3.8526,0,3.0821,0.7705,0,,0,0.7705,2.3115,0.1165,0.7705,0,0,0.7705,0,0,0,0.1163,1.541,0.7705,0.5,0.014,0.7705,0,0.1053,0.1319,30
Giovani Lo Celso,Real Betis,1610.9735,0.1292,0.0746,0.1913,1.8994,0.3377,0.09,0.0826,0.0268,0.134,6.3129,4.8604,11.3968,7.7654,0.6813,0.0808,0.0806,2.7933,0.8938,4.4134,0.3076,0.4469,22.0115,2.905,0.5586,0,0.0937,0,1.0434,0.6851,8.6034,0.1117,0.1117,0,0,0.031,8.7152,0.4822,0.0353,0.0612,0.8712,0.848,0.8714,0.454,0.4381,0.4653,48.4924,5.5271,0.2793,2.7374,0.525,2.2346,0.0558,1.0614,0.1194,0,5.1804,4.7923,5.1042,0.2833,0.0256,117.5996,0,0,11.9555,1.4525,5.9777,3.8548,0.1676,0.0194,9.218,6.4246,0.6969,63.3933,,1.1173,0.6145,2.2905,0.9497,0.9806,3.0168,0.3506,3.2402,11.7879,0.5355,0,0.8039,2.8492,0.2234,0.1676,4.1341,0.2837,0.7821,2.4581,0.8865,3.1844,0.5816,5.8101,0.6797,3.1269,2.8518,3.1799,5.4749,8.5476,0.036,0.0701,7.5978,0.1676,0,0.0558,5.7542,2.1229,3.9106,1.4525,0.391,0.8938,3.5331,3.0609,3.326,3.1285,5.3632,0.3352,0.1676,0.2234,5.0838,2.0112,4.0782,1.7318,0.5586,1.2849,0.3563,0.3084,0.2659,0.5725,6.9274,2.2905,53.7439,4.2458,6.3688,0.6145,0.1117,1.5642,0.0446,0.291,0.6643,45.8666,23.7992,3.743,0.0824,0.1958,18.9847,0.7216,54.1908,1.1173,7.8772,0.1886,0.7927,0.9497,17.031,1.4525,0.7431,47.5426,0.0542,0.262,0.6837,18.5477,2.1788,18.1037,0.6145,3.352,18.1423,1.1732,0.5586,1.1732,42.9616,0.6145,5.9777,3.743,4.0224,0.0558,1.676,2.2905,0.1676,0.6666,0.0558,0.7262,4.1341,0.0709,0.4469,0,0.3352,0.1117,0.1935,0.4469,0.3352,0.3114,1.7318,1.4525,0.5161,0.0161,1.0614,1.1732,0.2605,0.2622,29
