Player,Current Team,Minutes,Non Penalty xG,Non Penalty xG/Shot,Open Play xG Assisted,Shots,OBV,Shot OBV,Dribble & Carry OBV,Defensive Action OBV,Pass OBV,Deep Progressions,Touches in box,Line Breaking Passes,Line Breaking Passes Completed,Line Breaking Passes Completed%,Line Breaking Passes On Ball Value,Ball Receipts in Space 10m%,Turnovers,Fouls,Fouls Won,Aerial Win%,Aerial Wins,Pressures,Tackles & Interceptions,Dribbled Past,Goal Kicks,Goals Saved Above Average,Long Goal Kicks,Non Penalty PSxG Faced,Non Penalty Save%,Non Penalty Shots Faced,Penalty Goals Conceded,Penalties Faced,Saves,Short Goal Kicks,Shot Stopping%,Shots Faced,Box Cross%,Ball Receipts in Space 10m% in Final Third,Ball Receipts in Space 10m% in Opposing Half,Ball Receipts in Space 2m%,Ball Receipts in Space 2m% in Final Third,Ball Receipts in Space 2m% in Opposing Half,Ball Receipts in Space 5m%,Ball Receipts in Space 5m% in Final Third,Ball Receipts in Space 5m% in Opposing Half,Carries,Carry Length,Clearances,Dispossessed,Dribble%,Dribbles,Errors,Failed Dribbles,Open Play Box Cross%,Penalty Wins,Space Received In,Space Received in Final Third,Space Received in Opposing Half,Successful Box Cross%,Successful Open Play Box Cross%,Touches,Goalkeeper OBV,Second Yellow Cards,Aggressive Actions,All Aerials,Ball Recoveries,Ball Recoveries in Opposing Half,Blocked Shots,Blocks/Shot,Counterpressures,Counterpressures in Opposing Half,Counterpressures in Opposing Half%,Defensive Action Distance,Goalkeeper Aggressive Distance,Goals Conceded,Interceptions,Non Aerial Duels,Non Penalty Goals Conceded,Non Penalty xG Faced,Opposition Non Penalty Shots on Target,Opposition Non Penalty Shots on Target%,Opposition Shots Outside Box,Pressures in Opposing Half,Pressures in Opposing Half%,Red Cards,Tack/Dribbled Past%,Tackles,Yellow Cards,Assists,Crosses,Crossing%,Deep Completions,Key Passes,Left To Right Footedness%,Line Breaking Passes Completed in Final Third,Line Breaking Passes Completed in Final Third%,Line Breaking Passes Completed in Opposing Half,Line Breaking Passes Completed in Opposing Half%,Line Breaking Passes Distance,Line Breaking Passes Distance in Final Third,Line Breaking Passes Distance in Opposing Half,Line Breaking Passes in Final Third,Line Breaking Passes in Opposing Half,Line Breaking Passes On Ball Value in Final Third,Line Breaking Passes On Ball Value in Opposing Half,Line Breaking Passes Received,Line Breaking Passes to Space 10m,Line Breaking Passes to Space 10m in Final Third,Line Breaking Passes Received 10m in Opposing Half,Line Breaking Passes Received 2m,Line Breaking Passes Received 2m in Final Third,Line Breaking Passes Received 2m in Opposing Half,Line Breaking Passes Received 5m,Line Breaking Passes Received 5m in Final Third,Line Breaking Passes Received 5m in Opposing Half,Line Breaking Passes Received Distance,Line Breaking Passes Received Distance in Final Third,Line Breaking Passes Received Distance in Opposing Half,Line Breaking Passes Received in Final Third,Line Breaking Passes Received in Opposing Half,Line Breaking Passes to Space 10m,Line Breaking Passes to Space 10m in Final Third,Line Breaking Passes to Space 10m in Opposing Half,Line Breaking Passes to Space 2m,Line Breaking Passes to Space 2m in Final Third,Line Breaking Passes to Space 2m in Opposing Half,Line Breaking Passes to Space 5m,Line Breaking Passes to Space 5m in Final Third,Line Breaking Passes to Space 5m in Opposing Half,Line Breaking Passes/Pass in Final Third%,Line Breaking Passes/Pass in Opposing Half%,Line Breaking Passes/Pass%,Long Ball%,Long Balls,Non Throw-in Key Passes,Non Throw-in Passes,Non Throw-in Passes from Defensive Third,Non Throw-in Passes Into Final Third ,Non Throw-in Through Balls,Open Play Assists,Open Play Key Passes,Open Play Pass Backward% in Final Third,Open Play Pass Forward% in Final Third,Open Play Pass Sideways% in Final Third,Open Play Passes,Open Play Passes in Final Third,Open Play Passes Into Box,Pass Backward%,Pass Forward%,Pass Length,Pass Sideways%,Passes,Passes Inside Box,Passes Into Box,Passes Being Pressured%,Passing%,Pressured Long Balls,Pressured Pass Length,Pressured Passes in Defensive Third,Pressured Pass%,Received Passes,Successful Open Play Pass Backward% in Final Third,Successful Open Play Pass Forward% in Final Third,Successful Open Play Pass Sideways% in Final Third,Successful Open Play Passes in Final Third,Successful Open Play Passes Into Box,Successful Pass Length,Successful Passes Inside Box,Successful Passes Into Box,Successful Pressured Pass Length,Successful Set Piece Passes Into Box,Successful Through Balls,Successful Crosses,Successful Passes,Through Balls,Unpressured Long Balls,Corners,Free Kicks,Free Kicks from Defensive Third,Free Kicks from Final Third,Free Kicks from Middle Third,Penalties,Penalty Conversion%,Set Piece Assists,Set Piece Key Passes,Set Piece Passes Into Box,Set Piece xG Assisted,Throw-ins,Throw-Ins from Defensive Third,Throw-Ins from Final Third,Throw-Ins from Middle Third,Goal Conversion%,Goals & Penalty Goals,Non Penalty Goals,Non Penalty PSxG,Non Penalty Shots,Open Play Shots,Shooting%,Shot Touch%,Shots Outside Box,Successful Dribbles,xG,xG Assisted,Age
Hakim Karamoko,Loudoun United,286.4988,0.1176,0.0534,0.071,2.1989,0.3018,-0.0584,0.3175,0.061,-0.0183,1.5706,4.3979,1.2451,0,0,-0.0197,0,3.1413,4.3979,3.7696,0.5909,4.0837,19.1623,2.1989,0,0,-0.2079,0,1.3627,0.5454,10.3665,0,0,0,0,-0.0601,10.3665,0,0,0,0.5,0.5714,0.4545,0.1428,0,0.0909,22.3037,6.6342,0,2.1989,0.6153,4.0837,0,1.5706,0,0.3141,2.6181,2.4991,2.5164,0,0,50.8902,0,0,7.5392,6.911,4.712,3.1413,0.3141,0.0303,12.8796,9.1099,0.7073,66.9517,,1.5706,0.3141,1.8848,1.5706,1.3097,3.4555,0.3333,3.4555,12.2513,0.6393,0,1,1.8848,0.6282,0,0,,1.2565,0.9424,0.52,0,0,0,0,,,,1.2451,1.2451,-0.0197,-0.0197,11.2066,0,0,0,4.9807,2.4903,3.7355,1.2451,0,1.2451,2.4603,2.061,2.3038,4.9807,9.9614,0,0,0,0,0,0,0,0,0,0.25,0.1428,0.0909,0.5,0.6282,0.9424,15.3927,2.1989,1.2565,0,0,0.9424,0.0689,0.1724,0.7586,15.3927,9.1099,1.5706,0.16,0.18,13.2855,0.66,15.7068,1.2565,1.5706,0.48,0.62,0,11.9054,1.5706,0.5,19.4765,0.1052,0.0526,0.8421,5.9686,0.3141,12.3312,1.2565,0.3141,12,0,0,0,9.7382,0,0.6282,0,0,0,0,0,0,,0,0,0,0,0.3141,0,0.3141,0,0,0,0,0.2112,2.1989,1.8848,0.4285,0.0432,1.2565,2.513,0.1176,0.071,20
Issac Cano,Louisville City,17.9062,2.4724,0.4919,0,5.0261,-2.6211,-2.4744,-0.1603,-0.0095,0.0231,0,20.1047,,,,,,10.0523,5.0261,0,,0,25.1309,0,0,0,0,0,0,,10.0523,0,0,0,0,,10.0523,,,,,,,,,,25.1309,4.936,0,0,,0,0,0,,0,,,,,,80.419,0,0,5.0261,0,5.0261,5.0261,0,0,20.1047,20.1047,1,89.8714,,0,0,0,0,0.1915,0,0,10.0523,20.1047,0.8,0,,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5.0261,25.1309,0,0,0,0,5.0261,0.2,0.2,0.6,25.1309,25.1309,0,0.2,0.2,8.402,0.6,25.1309,0,0,0,0.8,0,,0,,30.1571,0.25,0.25,0.5,20.1047,0,9.7999,0,0,,0,0,0,20.1047,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,5.0261,5.0261,0,0.0625,0,0,2.4724,0,21
Lyam Khonick MacKinnon Diouf,Orange County SC,645.6816,0.202,0.0805,0.0716,2.5089,0.124,0.0266,0.0601,-0.0069,0.0366,0.8363,3.3453,,,,,,2.0908,1.3938,2.2302,0.3846,1.3938,14.4963,1.1151,0.5575,0,0.0766,0,1.1917,0.6,8.7814,0.2787,0.2787,0,0,0.0274,9.0601,0.7179,,,,,,,,,12.5448,5.7494,0.2787,0.8363,0.5714,0.9757,0,0.4181,0.4615,0,,,,0.8571,0.6666,42.7919,0,0,6.2724,3.624,2.2302,1.6726,0.1393,0.0158,5.5755,4.4604,0.8,71.5477,,1.3938,0.1393,0.9757,1.1151,0.8707,2.7877,0.3174,2.6483,9.7571,0.673,0,0.6363,1.5332,0,0,4.0422,0.4482,0.2787,1.6726,0.1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4117,4.7391,1.6726,17.4234,1.9514,1.2544,0.1393,0,0.5575,0.1041,0.2291,0.6666,13.2418,6.6906,1.812,0.1269,0.1746,24.445,0.6984,17.5628,0.5575,5.4361,0.2936,0.5555,0.4181,16.1802,1.2544,0.4594,16.1689,0.2083,0.125,0.6666,3.3453,0.4181,23.6012,0.2787,1.9514,17.1664,1.5332,0,1.812,9.7571,0.1393,4.321,2.7877,1.1151,0,0.8363,0.2787,0,,0,1.1151,3.624,0.0572,0.1393,0,0,0.1393,0.1111,0.2787,0.2787,0.1928,2.5089,2.0908,0.3888,0.0586,1.1151,0.5575,0.202,0.1289,26
Bruno Manuel Rendon Cardoso,Indy Eleven,1987.757,0.14,0.0997,0.0695,1.4035,0.0418,-0.0772,0.0701,-0.0001,0.0428,2.626,5.071,6.2377,2.7635,0.443,0.0166,0.1525,1.313,1.4941,1.313,0.4869,2.5355,11.772,2.2638,0.3169,0,-0.2332,0,1.125,0.6511,11.0929,0.0905,0.1358,0,0,-0.0599,11.2287,0.62,0.0729,0.0909,0.7966,0.7187,0.7348,0.4519,0.3645,0.3636,18.0203,7.1047,1.2224,0.9055,0.3333,0.6791,0,0.4527,0.6458,0,5.8208,4.5225,4.7026,0.4545,0.5,57.9094,0,0,7.3349,5.2068,2.9882,1.4035,0.0905,0.0081,4.4371,3.3052,0.7448,55.5183,,1.5394,0.498,1.7658,1.3583,0.9817,3.8938,0.351,4.8899,5.1615,0.4384,0.0452,0.8478,2.0827,0.1358,0,2.0374,0.2444,0.4527,0.7697,0.1714,1.1054,0.4117,1.895,0.4444,2.7445,3.1253,2.6597,2.6845,4.2637,0.0096,0.017,3.632,0.1579,0.0789,0.1579,2.7635,2.0529,2.3687,0.7895,0.6316,0.7106,3.8763,3.6987,3.8411,2.8425,3.2373,0.0789,0.0789,0.0789,1.816,0.8685,1.2633,0.3947,0.0789,0.1579,0.3469,0.3461,0.3185,0.4137,2.626,0.7697,24.4949,4.8446,2.7619,0.0452,0,0.7697,0.1237,0.2307,0.6454,24.3591,13.5378,2.1733,0.1239,0.2563,18.5411,0.6196,26.6682,1.1319,2.2638,0.2359,0.6281,0.5886,16.5391,1.3583,0.482,21.6877,0.1856,0.2275,0.5868,7.5612,0.4527,17.1799,0.3169,0.498,15.2585,0.0452,0,0.498,16.7525,0.0452,2.0374,0,0.0452,0.0452,0,0,0,,0,0,0.0905,0,2.1733,0.5886,0.5886,0.996,0.0967,0.1358,0.1358,0.0535,1.4035,0.9508,0.2258,0.0242,0.0905,0.2263,0.14,0.0695,25
Oliver Brynéus,Indy Eleven,519.4548,0.158,0.1013,0.2641,1.5593,0.0609,-0.0546,0.0027,-0.0266,0.1396,0.693,5.5442,1.5032,0,0,-0.0139,0,2.7721,1.386,0.1732,0.3125,0.8662,17.4991,1.2128,0.1732,0,-0.6179,0,1.2879,0.6206,11.7815,0.1732,0.3465,0,0,-0.1229,12.1281,0.625,0,0,0.875,0.8571,0.8571,0.25,0.2857,0.2857,20.4445,6.9912,1.386,1.2128,0.25,0.693,0,0.5197,0.625,0,3.812,4.0063,4.0063,0.6666,0.6666,51.631,0,0,7.9698,2.7721,2.9453,1.9058,0.1732,0.0147,7.1036,6.4105,0.9024,71.9707,,2.0791,0.3465,0.8662,1.9058,1.0808,5.0244,0.4264,4.3314,11.0885,0.6336,0,0.8333,1.0395,0,0.1732,3.1186,0.4444,0.693,1.2128,0.7948,0,0,0,0,,,,1.0021,1.0021,-0.0091,-0.0091,2.0043,0,0,0,1.0021,1.0021,1.0021,0,0,0,2.0157,2.0157,2.0157,2.0043,2.0043,0,0,0,0,0,0,0,0,0,0.1538,0.125,0.1428,0.1666,1.0395,1.2128,19.4049,1.5593,0.693,0.5197,0.1732,1.2128,0.1948,0.0649,0.7402,19.2317,13.3409,2.7721,0.1794,0.094,15.7294,0.7264,20.2712,1.7325,2.7721,0.1196,0.6666,0,14.6607,0.3465,0.7857,20.791,0.2765,0.0638,0.6595,8.1431,1.0395,14.5139,0.5197,1.0395,13.7909,0,0.1732,1.386,13.5141,0.5197,1.0395,0,0.1732,0,0,0.1732,0,,0,0,0,0,0.8662,0,0.8662,0,0,0,0,0.0666,1.5593,1.5593,0.3333,0.0302,0.5197,0.1732,0.158,0.2641,27
Kenneth Hoban,El Paso Locomotive,2.0354,0,,0,0,-0.4885,0,-0.0003,0,-0.4882,0,0,0,0,,0,1,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,,,,1,,,1,,,176.8694,2.48,0,0,,0,0,0,,0,12.5532,,,,,442.1735,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,,0,0,,0,,0,0,0,0,,0,0,0.4,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,221.0867,88.4347,0,0,0,0,,,,221.0867,0,0,0.2,0,12.792,0.8,221.0867,0,0,0.2,1,0,13.57,44.2173,1,221.0867,,,,0,0,12.792,0,0,13.57,0,0,0,221.0867,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,16
Dmitriy Erofeev,San Antonio,254.8328,0.1067,0.0604,0.0697,1.7658,0.1319,-0.0043,0.0401,0.0256,0.0674,1.0595,3.1785,8.3962,2.5188,0.3,0.0828,0.0689,2.4722,1.4126,2.4722,0.75,1.0595,18.0118,1.4126,0,0,0.0672,0,0.7736,0.75,9.8888,0,0,0,0,0.0238,9.8888,0.7777,0.0625,0.04,0.8275,0.8125,0.84,0.3448,0.4375,0.36,24.0157,6.0623,1.0595,1.4126,0.6,1.7658,0,0.7063,0.7142,0,4.551,4.6568,4.4173,0.6666,0.6666,62.5115,0,0,9.8888,1.4126,3.5317,2.119,0,0,5.2975,4.238,0.8,60.1765,,1.0595,0.7063,0.7063,0.7063,1.0139,2.8253,0.2857,5.2975,8.8293,0.4901,0,1,0.7063,0.3531,0,2.4722,0.2857,0,0.7063,0.6621,1.6792,0.4,1.6792,0.2857,0.9439,1.4159,1.4159,4.1981,5.8773,0.0917,0.079,5.8773,0,0,0,3.3584,3.3584,3.3584,0,0,0,2.2964,2.3914,2.2964,5.0377,5.8773,0,0,0,0.8396,0.8396,0.8396,0,0,0,0.3125,0.3181,0.3125,0.3333,2.119,0.7063,25.7816,3.8849,1.4126,0,0,0.7063,0.0952,0.2142,0.6904,24.3689,14.8332,2.4722,0.1486,0.2162,18.362,0.6351,26.1347,0.7063,3.1785,0.2432,0.6621,0.3531,17.4294,2.119,0.7222,23.6625,0.1666,0.125,0.7083,8.4761,1.0595,18.0238,0,1.0595,19.7953,0,0,0.7063,17.3054,0,1.7658,0.7063,0.7063,0,0.7063,0,0,,0,0,0.7063,0,0.3531,0,0.3531,0,0,0,0,0.1018,1.7658,1.4126,0.4,0.0282,0.3531,1.0595,0.1067,0.0697,19
Ereku Temitayo,Birmingham Legion,33.9023,0,,0,0,0.0258,0,-0.0239,0.024,0.0196,0,0,,,,,,2.6546,0,2.6546,1,2.6546,15.9281,0,0,0,0.6603,0,0.6603,1,13.2734,0,0,0,0,0.2487,13.2734,,,,,,,,,,10.6187,1.2225,2.6546,0,,0,0,0,,0,,,,,,58.4031,0,0,10.6187,2.6546,0,0,0,0,2.6546,2.6546,1,36.5857,,0,0,0,0,1.3044,2.6546,0.2,0,2.6546,0.1666,0,,0,0,0,0,,0,0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.6546,0,21.2374,2.6546,5.3093,0,0,0,0,1,0,21.2374,13.2734,0,0,0.6,21.088,0.4,26.5468,0,0,0.1,0.7,0,5.48,0,1,23.8921,0,1,0,7.964,0,19.5671,0,0,5.48,0,0,0,18.5828,0,2.6546,0,0,0,0,0,0,,0,0,0,0,5.3093,2.6546,0,2.6546,,0,0,0,0,0,,0,0,0,0,0,22
Sebastian Tregarthen,Birmingham Legion,1059.5102,0.1437,0.1128,0.1207,1.2741,0.1965,0.0327,0.0544,0.011,0.0944,2.3784,4.0773,5.5105,2.8297,0.5135,0.1098,0.2201,3.7375,1.6988,1.444,0.2368,0.7645,16.819,2.0386,0.9343,0,-0.2991,0,1.1449,0.6046,9.9385,0.2548,0.2548,0,0,-0.0818,10.1933,0.5405,0.1363,0.1875,0.8867,0.8636,0.866,0.5786,0.5454,0.5535,30.9199,7.2618,0.9343,2.0386,0.5882,2.8881,0,1.1892,0.5,0,7.0028,6.2663,6.5823,0.5,0.4444,74.5816,0,0,9.3439,3.2279,4.4171,1.9537,0.0849,0.0085,6.7955,4.7569,0.7,63.1093,,1.6988,0.8494,1.1892,1.444,1.0805,3.6526,0.3675,2.7182,8.5794,0.5101,0,0.56,2.1236,0.2548,0.1698,2.4634,0.3793,0.5096,0.9343,0.072,1.3404,0.5294,1.4893,0.5,2.7695,2.1559,2.3675,2.5318,2.9786,0.1047,0.1065,6.1063,0.2978,0.1489,0.2978,4.9148,2.9786,4.6169,2.5318,1.4893,2.5318,4.8303,5.2023,4.8548,3.5744,5.8084,0,0,0,2.085,0.7446,0.8936,0.2978,0.1489,0.1489,0.2786,0.1941,0.2055,0.3111,3.8225,0.7645,28.2017,3.9924,3.058,0.0849,0.1698,0.7645,0.149,0.2173,0.6335,27.0974,13.6761,2.8881,0.1828,0.1828,19.4936,0.6343,30.6651,0.5946,3.1429,0.1939,0.7202,0.5096,15.5952,0.8494,0.6571,29.3909,0.2234,0.1595,0.617,7.9848,0.7645,17.0033,0.3397,0.8494,14.3878,0.0849,0,0.9343,22.0856,0.0849,3.3128,0.3397,0.5096,0.0849,0.2548,0.1698,0,,0,0,0.2548,0,2.4634,0.3397,1.1042,1.0193,0.2,0.2548,0.2548,0.2475,1.2741,1.1892,0.5333,0.017,0.3397,1.6988,0.1437,0.1207,25
Jack Singer,Las Vegas Lights,723.8484,0.0055,0.0448,0,0.1243,-0.0445,-0.001,0.0059,0.0027,0.0282,2.7353,0.6216,5.0497,3.2675,0.647,0.007,0.358,1.119,1.2433,0.4973,0.5384,1.7406,14.1742,3.1083,0.4973,0,-0.1813,0,1.062,0.6153,11.9362,0,0.2486,0,0,-0.056,12.1848,0.5,0.3076,0.3636,0.9382,0.923,0.9393,0.6666,0.6153,0.6666,27.8511,4.8671,3.357,0.373,0.5,0.746,0.1243,0.373,0.5,0,8.3023,6.7862,8.1783,,,77.3366,0,0,8.2061,3.2327,3.73,1.119,0.8703,0.0729,3.357,2.1137,0.6296,36.3203,,1.2433,1.492,1.6163,1.2433,1.1327,3.2327,0.2708,4.6004,3.1083,0.2192,0,0.7647,2.1137,0.2486,0,0.373,0,0,0,0.0912,0.594,0.6666,0.8911,0.75,2.7421,1.2041,0.8027,0.8911,1.1881,0.0031,0.0054,1.1881,0,0,0,1.1881,0.8911,1.1881,0.297,0,0.297,4.7582,3.5143,4.7582,0.8911,1.1881,0,0,0,1.7822,0.297,0.297,0.8911,0,0,0.2727,0.1538,0.1734,0.5208,5.9681,0,34.3165,16.2879,3.8543,0.2486,0,0,0.0588,0.5686,0.3725,33.3218,6.3411,0.4973,0.0743,0.3648,22.9203,0.5608,36.8032,0.2486,0.4973,0.1858,0.7939,1.119,22.931,3.2327,0.709,27.6024,0.1071,0.4642,0.4285,3.4813,0,20.679,0,0,18.3371,0,0,0,29.2188,0.2486,4.849,0,0.9946,0.6216,0,0.373,0,,0,0,0,0,2.4867,0.6216,0.4973,1.3676,0,0,0,0.0174,0.1243,0,1,0.0016,0,0.373,0.0055,0,25
Taimu Okiyoshi,Rhode Island,360.2275,0.0057,0.0231,0.0207,0.2498,0.1516,0.0057,0.058,-0.0039,0.0076,2.7482,0.2498,,,,,,0.2498,1.2492,0.2498,0.6,0.7495,19.4876,4.4971,0.2498,0,-0.269,0,1.7296,0.3846,7.9949,0,0,0,0,-0.0828,7.9949,0,,,,,,,,,41.7236,4.8186,0.7495,1.2492,,0,0,0,0,0,,,,0,0,101.186,0,0,8.4946,1.2492,4.4971,2.4984,0.2498,0.0312,8.9943,7.2454,0.8055,61.6056,,1.9987,1.9987,2.4984,1.9987,1.1265,3.2479,0.4062,2.9981,10.993,0.5641,0,0.909,2.7482,0,0,0,,0,0.2498,0.2277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4666,3.7476,0.2498,50.4681,11.9924,4.4971,0,0,0.2498,0.0204,0.2244,0.7551,50.2182,12.2422,1.499,0.094,0.2029,19.6681,0.7029,50.4681,0,1.499,0.2871,0.8514,0.2498,15.5749,4.747,0.8103,40.7242,0.0294,0.1176,0.8529,8.4946,0.4996,18.7069,0,0.4996,16.5078,0,0,0,42.9728,0,3.4977,0,0.2498,0.2498,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.0281,0.2498,0.2498,1,0.0024,0.2498,0,0.0057,0.0207,24
Stefan Lukic,FC Tulsa,1005.5292,0.4125,0.1124,0.0444,3.6697,0.0164,-0.025,0.0505,0.0179,-0.0431,3.0431,7.8764,7.8548,3.3455,0.4259,0.0249,0.065,1.7901,1.7005,1.253,0.537,2.5956,17.8115,1.7901,1.1635,0,0.1323,0,0.4903,0.8333,11.5461,0.179,0.179,0,0,0.0616,11.7251,0.2333,0.0588,0.0686,0.7073,0.7058,0.7156,0.2845,0.25,0.2843,19.8701,5.9275,1.432,0.9845,0.7857,1.253,0,0.2685,0.2068,0,4.0903,3.7604,4.1194,0.0909,0,59.7894,0,0,9.398,4.8332,3.4906,1.9691,0.2685,0.0232,7.4289,6.1758,0.8313,68.0156,,0.537,0.2685,1.5215,0.358,0.9094,2.1481,0.186,3.5802,11.0091,0.618,0,0.5666,2.6851,0.2685,0,0.9845,0.3636,0.716,0.8055,0.6914,1.6,0.3666,2.7637,0.4222,3.645,3.3723,3.0231,4.3638,6.5457,0.0059,0.0258,7.4185,0.2909,0.1454,0.2909,5.2365,3.491,5.0911,1.6,1.0182,1.6,3.6165,3.4762,3.7881,4.8002,6.8366,0.2909,0.1454,0.1454,2.3273,1.1636,1.7455,1.0182,0.2909,0.5818,0.4166,0.3913,0.3857,0.3333,1.8796,0.8055,22.8238,1.7901,3.4011,0.537,0,0.716,0.0696,0.3037,0.6265,22.1972,14.1418,2.5956,0.1093,0.2617,17.2912,0.6289,22.9133,1.1635,2.6851,0.3046,0.6445,0.358,14.2655,0.537,0.641,23.0028,0.1195,0.2717,0.6086,8.2344,0.895,16.7569,0.4475,0.9845,13.9955,0.0895,0.179,0.358,14.7683,0.537,1.5215,0.0895,0.358,0,0.179,0.179,0,,0,0.0895,0.0895,0.0102,0.0895,0,0,0.0895,0.1707,0.6265,0.6265,0.5136,3.6697,2.3271,0.3658,0.0613,1.074,0.9845,0.4125,0.0547,30
Haruki Yamazaki,Detroit City,1453.7692,0.0375,0.0505,0.0796,0.7428,0.08,-0.0321,0.0888,-0.036,0.0399,3.7144,2.5382,5.8636,2.6458,0.4512,0.0447,0.2211,1.981,2.9715,2.4763,0.2647,0.5571,19.3153,2.9096,0.6809,0,0.1287,0,0.6858,0.7567,8.8528,0.1857,0.2476,0,0,0.0561,9.1004,0.5238,0.1265,0.1692,0.9078,0.8734,0.8692,0.576,0.4936,0.5384,25.568,6.512,1.8572,1.7953,0.6666,1.1143,0,0.3714,0.55,0,6.9632,5.9195,6.3307,0.5384,0.6363,68.7179,0,0,10.3386,2.1048,4.705,2.1667,0.2476,0.0279,10.2767,7.0575,0.6867,56.6092,,0.8048,0.9905,1.9191,0.5571,0.7281,2.2905,0.2587,3.4049,8.9147,0.4615,0,0.738,2.6001,0.2476,0.1238,1.5477,0.28,0.1857,0.619,0.1647,0.7865,0.3437,1.4301,0.4347,2.7881,2.015,3.357,2.2882,3.2893,0.0362,0.0394,1.6446,0.2145,0.0715,0.143,1.2871,0.6435,1.0011,0.7865,0.429,0.715,5.3625,4.8946,5.3236,0.9296,1.3586,0,0,0,1.5731,0.3575,0.9296,0.6435,0.0715,0.5005,0.4324,0.3262,0.2981,0.4142,4.3335,0.4952,25.3822,5.5717,3.7144,0.2476,0.1238,0.4952,0.1189,0.2864,0.5945,25.1965,11.4529,2.4763,0.1705,0.2823,21.1358,0.547,31.573,0.3714,2.6001,0.1509,0.696,0.6809,18.1667,1.4857,0.6753,22.7821,0.204,0.2142,0.5816,6.0669,0.6809,19.4567,0,0.8048,16.6134,0.1238,0,0.4333,21.9773,0.2476,3.6525,0,0.0619,0,0,0.0619,0,,0,0,0.1238,0,6.1908,0.6809,2.4144,3.0954,0,0,0,0.0088,0.7428,0.6809,0.1666,0.0108,0.1857,0.7428,0.0375,0.0796,24
Alfredo Midence,Lexington SC,906.2401,0.047,0.0278,0.0797,1.6882,0.1558,-0.0517,0.0773,0.0188,0.1055,3.7738,3.6745,10.2346,4.466,0.4363,0.0066,0.1717,4.469,2.0855,1.8869,0.25,0.2979,24.1326,3.2772,1.1917,0,0.1746,0,1.1677,0.6666,10.0304,0.0993,0.0993,0,0,0.0586,10.1297,0.5507,0.1643,0.1916,0.9202,0.9041,0.925,0.638,0.6575,0.6666,38.3342,6.8934,0.4965,3.0786,0.4893,4.6676,0,2.3834,0.4222,0,6.8416,6.995,7.0015,0.5263,0.3333,83.6202,0,0,13.6056,1.1917,5.4621,3.6745,0,0,10.4277,7.2497,0.6952,66.8337,,1.0924,0.8938,2.3834,0.9931,1.1565,2.9793,0.297,3.2772,14.8967,0.6172,0,0.6666,3.5752,0.0993,0,4.171,0.2857,0.2979,1.4896,0.8273,2.4191,0.3611,3.3495,0.4285,4.454,2.9416,4.3994,6.699,7.8155,-0.0083,0.002,6.1407,1.1165,0.9304,1.1165,5.0242,2.0469,3.9077,2.6051,1.3025,2.233,5.8556,6.5069,6.1213,2.9773,5.0242,0.3721,0,0.3721,3.5356,1.8608,2.6051,1.1165,0.186,0.7443,0.6,0.4565,0.3481,0.3943,7.0511,1.4896,32.4748,2.6814,4.3697,0.7944,0,1.0924,0.1065,0.1775,0.7159,28.8996,16.7836,4.469,0.122,0.1398,22.9326,0.738,33.3686,0.6951,6.8524,0.2023,0.6845,0.7944,17.2341,1.4896,0.75,32.0775,0.173,0.1153,0.7115,10.3283,1.1917,20.124,0.1986,1.8869,16.6805,0.6951,0.2979,1.1917,22.8416,0.7944,6.2566,1.9862,1.7876,0,0.8938,0.8938,0,,0,0.3972,2.3834,0.0472,0.8938,0.0993,0.1986,0.5958,0.0588,0.0993,0.0993,0.0626,1.6882,0.9931,0.2941,0.0201,1.1917,2.2841,0.047,0.1269,23
