Position,Name,Team,Age,90s Played,Appearances,Minutes Played,Starting Appearances,Assists,Key Passes,Open Play Assists,Open Play Key Passes,Open Play xG Assisted,Set Piece Assists,Set Piece Key Passes,Set-Piece xG Assisted,xG Assisted,Dispossessed,Dribble%,Dribbles,Failed Dribbles,Fouls Won,Penalty wins,Successful Dribbles,Turnovers,Over/Underperformance,Scoring Contribution,Shots & Key Passes,xG & xG Assisted,Goal Conversion%,Goals & Penalty Goals,Non-Penalty Goals,Penalty Conversion%,Post Shot xG,Shooting%,Shots,Shot Touch%,xG,xG/Shot,Red Cards,Second Yellow Cards,Yellow Cards,Aggressive Actions,Average Defensive Action Distance,Ball Recoveries,Blocks/Shot,Clearances,Defensive Action Regains,Defensive Actions,Interceptions,Opposition Half Ball Recoveries,PAdj Clearances,PAdj Interceptions,Aerial Win%,Aerial Wins,Dribbled Past,Dribbles Successfully Defended%,Errors,Fouls,PAdj Tackles,PAdj Tackles & Interceptions,Tack/Dribbled Past%,Tackles,Tackles & Interceptions,Average Pressure Distance,Counterpressure Regains,Counterpressures,Counterpressures in Opposing Half,Counterpressures in Opposing Half%,PAdj Pressures,Pressure Regains,Pressures,Pressures in Opposing Half,Pressures in Opposing Half%,Crossing%,Deep Completions,Open Play Final Third Passes,OP Passes Into Box,Passes Inside Box,Passes Into Box,Passes + Touches In Box,Set Piece Passes Into Box,Successful Box Cross%,Successful Crosses,Throughballs,Touches In Box,Carries,Carry%,Carry Length,Deep Progressions,xGBuildup,xGChain,Final Third Pass Backward%,Final Third Pass Forward%,Final Third Pass Sideways%,Pass Backward%,Pass Forward%,Pass Sideways%,Average Pass Distance,Being Pressured Change in Pass%,Left to Right Footedness%,Long Ball%,Long Balls,Open Play Passes,Passes Being Pressured%,Passing%,Pressured Long Balls,Pressured Pass%,Unpressured Long Balls,Being Pressured Change in Pass Length,Pass Length,Pass Length Ratio,Pressured Pass Length,Pressured Pass Length Ratio,Successful Pass Length,Successful Pressured Pass Length,Claims - CCAA%,Goalkeeper Aggressive Distance,Pass into Danger%,Pass into Pressure%,Positive Outcome,Positive Outcome%,All Shots Faced,Expected Save%,Goals Conceded,Goals Saved Above Average,Penalties Conceded,Penalties Faced,Positioning Error,PSxG Faced,Save%,Shots Faced,Shots Faced On Target%,Shot Stopping%,xG Faced,Defensive Action OBV,Dribble & Carry OBV,Goalkeeper OBV,OBV,Pass OBV,Shot OBV,Average SRI,Average SRI F2,Average SRI F3,BRIS 10m%,BRIS 2m%,BRIS 5m%,BRIS F2 10m%,BRIS F2 2m%,BRIS F2 5m%,BRIS F3 10m%,BRIS F3 2m%,BRIS F3 5m%,LBP,LBP Completed,LBP Completed %,LBP Completed F2,LBP Completed F2%,LBP Completed F3,LBP Completed F3%,LBP F2,LBP F3,LBP OBV,LBP OBV F2,LBP OBV F3,LBP/Pass%,LBP/Pass F2%,LBP/Pass F3%,LBP Received,LBP Received F2,LBP Received F3,LBP Avg Dist,LBP Avg Dist in F2,LBP Avg Dist in F3,LBP Received 10m,LBP Received 10m in F2,LBP Received 10m in F3,LBP Received 2m,LBP Received 2m in F2,LBP Received 2m in F3,LBP Received 5m,LBP Received 5m in F2,LBP Received 5m in F3,LBP Received Avg Dist,LBP Received Avg Dist in F2,LBP Received Avg Dist in F3,LBP to Space 10m,LBP to Space 10m in F2,LBP to Space 10m in F3,LBP to Space 2m,LBP to Space 2m in F2,LBP to Space 2m in F3,LBP to Space 5m,LBP to Space 5m in F2,LBP to Space 5m in F3
Attacking Midfielder / Winger,Florian Valot,Loudoun United,32,34.310368,31,3087.933,31,0.23316567,1.7487426,0.17487426,1.3407027,0.15488392,0.058291417,0.40803993,0.026383689,0.1812676,1.0200999,0.21428572,0.81607985,0.6412056,1.3115568,0,0.17487426,1.9236168,0.029419307,0.2914571,2.8854253,0.26203778,0.051282051,0.058291417,0.058291417,,0.09796585,0.282051282,1.1366826,0.011447563,0.080770165,0.071057796,0,0,0.029145708,13.552754,57.0288,8.160799,0.005277045,0.93266267,5.741705,25.007017,0.6120599,4.1969824,1.0655725,0.6442482,0.5,1.4281397,0.69949704,0.32352942,0,0.6703513,1.5210809,2.1653292,0.641791045,1.2532655,1.8653253,59.698776,0.8452256,4.605022,3.5557766,0.7721519,25.931053,4.7507505,23.083403,15.41808,0.6679293,0.343283582,0.7577884,14.077377,1.3698484,0.43718565,1.9236168,5.0422077,0.55376846,0.212121212,0.6703513,0.14572854,3.6723592,34.625103,0.9284512,4.040046,4.3135653,0.57315946,0.68082654,0.134575569,0.202898551,0.66252588,0.162398501,0.172392255,0.665209244,57.629738,-0.0914698,0.202286719,0.537037037,2.5356767,41.824093,0.214241099,0.762023735,1.3698484,0.670553936,4.284419,-3.460888,18.02805864,0.9540853,14.5671711,0.99219775,17.20030578,14.4535141,0,0,0.25484073,0.0974391,7.822709,0.4921159,0,0,0,0,0,0,0,0,0,0,,,0,0.002910516,0.06023803,,0.112248674,0.03877276,0.010327373,5.7325497,5.4624066,4.918195,0.13409092,0.8863636,0.5022727,0.11029412,0.875,0.4632353,0.09615385,0.84615386,0.3846154,7.511999,4.807679,0.64,2.8545597,0.5846154,1.3521599,0.41860464,4.882799,3.2301595,0.056933403,0.04797268,0.039414845,0.18691589,0.20504732,0.22994652,9.014399,6.535439,3.8311195,4.9060388,4.5191045,3.8581553,0.30047995,0.15023997,0,6.911039,4.957919,2.6291995,2.7043197,1.6526397,0.6760799,4.149566,3.8926961,3.4049196,0.15023997,0.07511999,0,3.0799196,1.8028797,0.9765599,0.90143985,0.45071992,0.15023997
Centre Back,Forrest Baldwin Lasso,Tampa Bay Rowdies,32,15.474073,18,1392.6666,14,0,0.3231211,0,0.3231211,0.016110692,0,0,0,0.016110692,0.06462422,0.33333334,0.19387266,0.12924844,0.45236954,0,0.06462422,0.25849688,-0.07006639,0,0.9047391,0.070066385,0,0,0,,0.03829876,0.222222222,0.581618,0,0.0539557,0.092768272,0,0.06462422,0.3231211,3.1019626,22.51021,9.499761,0.111111111,5.880804,3.1019626,6.591671,1.3571087,1.7448541,5.390377,1.3544842,0.763888889,3.5543323,0.19387266,0.25,0,1.0339875,0.69653887,2.051023,0.785714286,0.71086645,2.067975,34.053368,0.19387266,0.8401149,0.3231211,0.3846154,4.125453,1.6156056,4.8468165,1.0986118,0.22666667,,0.12924844,1.9387267,0.12924844,0.12924844,0.12924844,1.7448541,0,0,0,0,1.6156056,28.693157,0.990991,3.9363463,1.6802298,0.26037815,0.29945284,0,0.366666667,0.633333333,0.01951952,0.294294294,0.686186186,33.487015,-0.2332958,0.77755102,0.47107438,3.6835809,40.777885,0.12012012,0.795795796,6.9794164,0.5625,6.720919,-2.1850433,25.31554406,0.90014255,23.13050079,0.8560092,22.78759766,19.79992104,0,0,0.21471472,0.072072074,3.1148875,0.23569681,0,0,0,0,0,0,0,0,0,0,,,0,0.19953768,0.026190057,,0.22733496,0.031736843,-0.030129666,12.191604,10.649646,0.42,0.7081081,0.9837838,0.9297297,0.6296296,0.962963,0.9259259,0,0,0,6.6460176,2.7691739,0.41666666,0.22153391,0.4,0,0,0.5538348,0.22153391,0.021912415,-0.003909314,-0.004558147,0.19292605,0.11363637,0.5,0,0,0,5.8361573,8.2,,0,0,0,0,0,0,0,0,0,,,,0.22153391,0,0,1.8830383,0.110766955,0,0.99690264,0.110766955,0
Striker,Forster Ajago,Lexington SC,24,18.303148,20,1647.2833,17,0,0.49171868,0,0.49171868,0.05725327,0,0,0,0.05725327,1.3112499,0.25,0.43708327,0.32781246,1.7483331,0,0.10927082,1.7483331,-0.1544123,0.32781246,2.4585934,0.48222467,0.166666667,0.32781246,0.32781246,,0.48726606,0.416666667,1.9668747,0.064587973,0.4249715,0.216064347,0.05463541,0,0.10927082,11.528071,67.25144,2.786406,0.027472527,0.3824479,3.442031,21.034634,0.16390623,1.5297916,0.42895874,0.17449906,0.35483871,1.8029685,0.27317706,0.2857143,0,1.8576039,0.51462966,0.68912876,0.583333333,0.3824479,0.5463541,69.48282,0.32781246,2.240052,2.0215101,0.902439,17.354727,3.168854,18.849216,15.680363,0.8318841,0,0.6556249,3.168854,0,0.32781246,0,5.2449994,0,,0,0,5.2449994,11.30953,0.7826087,3.6379366,0.3824479,0.2879001,0.5743738,0.224137931,0.068965517,0.706896552,0.259067358,0.088082902,0.652849741,60.184856,-0.12851311,0.866666667,0.428571429,0.16390623,10.216822,0.341968912,0.689119171,0.49171868,0.560606061,0.27317706,0.38021255,15.03336631,0.9773107,15.41357899,0.93304116,14.69226992,14.38150311,0,0,0.30051813,0.06735751,1.6008174,0.13028012,0,0,0,0,0,0,0,0,0,0,,,0,0.0760264,0.0108212,,0.14326693,-0.05494632,0.11136565,3.509708,3.3658414,3.4519253,0.04054054,0.6621622,0.1891892,0.01754386,0.6666667,0.19298245,0.027027028,0.6486486,0.21621622,1.2445838,0.37337515,0.3,0,0,0,0,0.49783355,0.24891677,-0.004643793,-0.00559512,-0.003861524,0.13513513,0.09756097,0.1,5.7250853,4.4805017,2.8625426,7.8433332,,,0,0,0,3.3603764,2.7380846,1.6179589,0.6222919,0.49783355,0.24891677,3.0377975,3.1037974,3.228656,0.12445839,0,0,0.37337515,0,0,0.24891677,0,0
Attacking Midfielder / Winger,Francesco Celeste,Miami FC,31,6.4264817,16,578.38336,3,0,0.9336368,0,0.62242454,0.036873627,0,0.31121227,0.009340823,0.046214458,0.7780307,0.11111111,1.4004552,1.2448491,0.9336368,0.15560614,0.15560614,2.4896982,-0.046214458,0,0.9336368,0.046214458,,0,0,0,0,,0,0,0,,0,0,0.62242454,7.9359126,41.55075,6.5354576,0,1.8672736,3.8901532,18.205917,0.7780307,3.4233348,1.89455,0.53164023,0.583333333,1.0892429,0.4668184,0.4,0,1.5560614,1.3450836,1.8767239,0.75,1.4004552,2.1784859,44.941658,0.62242454,5.135002,3.2677288,0.6363636,13.862093,3.2677288,15.405007,5.601821,0.36363637,0.2,0.4668184,10.270004,0.9336368,0.15560614,1.0892429,2.334092,0.15560614,0.142857143,0.15560614,0,1.4004552,32.521683,0.90430623,3.983562,4.668184,0.26327,0.294104,0.166666667,0.196969697,0.636363636,0.154150198,0.173913043,0.671936759,52.713516,0.029150197,0.108910891,0.551724138,2.4896982,36.100624,0.158102767,0.845849802,2.334092,0.875,4.0457597,-2.683029,19.35110896,0.9273418,16.66807938,0.93945765,17.94509232,15.65895462,0,0,0.16205534,0.06719368,3.750108,0.32262382,0,0,0,0,0,0,0,0,0,0,,,0,0.023510786,0.13134143,,0.23027276,0.05794932,0.017471237,7.481594,7.14525,6.9023075,0.1594203,0.9710145,0.7826087,0.125,0.975,0.775,0.15384616,1,0.61538464,7.362967,3.9269156,0.53333336,2.9451869,0.54545456,0.49086446,0.5,5.399509,0.9817289,0.057094168,0.026350059,0.017959166,0.1744186,0.22916667,0.125,2.9451869,2.9451869,1.9634578,6.345,7.2716665,9.53,0.49086446,0.49086446,0.49086446,2.9451869,2.9451869,1.9634578,1.4725934,1.4725934,0.9817289,5.6549997,5.6549997,6.105,0.49086446,0.49086446,0,3.9269156,2.9451869,0.49086446,1.9634578,1.9634578,0.49086446
Goalkeeper,Fran Vieites,Real Betis,26,4.486111,4,403.75,4,0,0,0,0,0,0,0,0,0,0,,0,0,0.44582045,0,0,0,-0.013924444,0,0.22291023,0.013924444,0,0,0,,0.029471396,1,0.22291023,0,0.013924444,0.062466603,0,0,0,0,2.4879968,2.4520125,0,0,7.133127,0,0,0,0,0,1,0.22291023,0,,0,0,0,0,,0,0,,0,0,0,,0,0,0,0,,,0,0.44582045,0,0,0,0.44582045,0,,0,0,0.44582045,12.482972,1,4.315,0.44582045,0.24456842,0.24456842,0,0.5,0.5,0,0.478632479,0.521367521,11.702025,0.025641026,0.644067797,0.333333333,4.6811147,15.380804,0.076923077,0.641025641,1.3374614,0.666666667,12.705883,5.3516703,43.46821164,0.66094136,48.81988144,0.82597834,28.72993815,40.32416534,0.038046654,25.523203,0.06837607,0.025641026,1.1145511,0.0660502,10.699691,0.630791057,1.1145511,-0.20924619,0,0,1.4263643,0.9053049,0.545454545,2.4520125,0.229166667,-0.085336512,1.2796357,,0.037186716,-0.1561842,-0.045894634,0.07075337,0.002349527,16.243877,,,0.7692308,0.974359,0.8974359,,,,,,,2.6749227,0.6687307,0.25,0,,0,,0,0,0.013079052,,,0.20689656,,,0,0,0,7.328577,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0.22291023,0,0,0.22291023,0,0
Striker,Francisco Bonfiglio,Miami FC,23,30.868147,29,2778.1333,29,0,0.80989635,0,0.80989635,0.06243975,0,0,0,0.06243975,1.6845844,0.44444445,0.58312535,0.32395855,1.9113554,0,0.25916684,2.4944806,-0.015214201,0.4211461,3.6931272,0.4363603,0.146067416,0.45354196,0.4211461,0.5,0.46365297,0.393258427,2.883231,0.055172414,0.37392056,0.129688027,0.032395855,0,0.19437511,10.787819,62.005157,4.3410444,0.015243902,0.7127088,4.7621903,23.90814,0.45354196,2.7212517,0.80416614,0.40395057,0.36097561,2.397293,0.32395855,0.4117647,0,2.0409389,0.94281834,1.346769,0.761904762,1.0366673,1.4902093,64.21854,0.68031293,3.563544,3.0776062,0.8636364,17.941051,4.179065,20.86293,16.003551,0.7670807,0.647058824,0.5183337,5.766462,0.32395855,0.29156268,0.32395855,6.3171916,0,0.2,0.3563544,0.12958342,5.993233,17.526157,0.80406654,4.878823,1.4254175,0.34595183,0.5954605,0.224719101,0.08988764,0.685393258,0.268760908,0.090750436,0.640488656,58.699547,-0.11276311,0.136708861,0.740740741,0.6479171,17.299385,0.315881326,0.792321117,0.9070839,0.679558011,0.68031293,-1.2272272,14.59615476,1.0230236,13.36892796,1.1029655,14.93221172,14.74546528,0,0,0.2513089,0.12216405,2.5754704,0.19494852,0,0,0,0,0,0,0,0,0,0,,,0,0.00583232,0.01902588,,0.10103832,-0.001013485,0.07719361,3.3569698,3.392349,3.1959584,0.034313727,0.64215684,0.20588236,0.0397351,0.6423841,0.19205298,0.034883723,0.60465115,0.15116279,1.681108,0.7004617,0.41666666,0.420277,0.33333334,0.2101385,0.375,1.2608311,0.5603694,0.008250084,0.007033199,0.005991579,0.112676054,0.140625,0.12698413,8.125356,6.4442477,3.2921698,6.148182,5.715455,4.197946,0.07004617,0.07004617,0.07004617,4.7631397,3.9225855,1.8212005,1.1907849,0.91060024,0.35023084,2.9461095,3.1063583,2.8881478,0.07004617,0.07004617,0,0.4903232,0.35023084,0.2101385,0.35023084,0.2101385,0.07004617
Full Back,Kiko Femenía,Villarreal,34,27.402588,28,2466.233,27,0.036492907,0.5838865,0.036492907,0.5838865,0.04654023,0,0,0,0.04654023,0.2554503,0.65,0.7298581,0.2554503,0.5109006,0,0.47440776,0.8028439,-0.017893653,0.036492907,0.69336516,0.054386545,0,0,0,,0,0,0.10947871,7.68E-04,0.007846324,0.071669862,0,0,0.2554503,6.094315,30.980867,8.101424,0.032467532,1.7881523,4.8170633,11.568251,2.1895742,2.9194324,1.5149087,1.8743198,0.413793103,0.43791485,1.13128,0.55172414,0.10947871,0.9123225,1.6722264,3.5465462,0.639534884,2.0071096,4.196684,36.01972,0.29194325,1.7881523,0.9488155,0.53061223,7.232939,2.5180104,8.648818,2.4085317,0.278481,0.368421053,0.10947871,9.30569,0.7298581,0.07298581,0.7298581,1.2407587,0,0.5,0.5109006,0.036492907,0.5109006,38.572998,0.97634816,4.7334394,4.9265423,0.4463818,0.46574855,0.039215686,0.294117647,0.666666667,0.067504964,0.228325612,0.704169424,45.580788,-0.082784414,0.128944995,0.65625,3.0654037,46.16352,0.098610192,0.888153541,2.1530812,0.805369128,4.3061624,-2.8276963,18.92849701,0.95303726,16.10080147,1.0643024,18.03956315,17.13612175,0,0,0.16015883,0.10655195,5.0615664,0.33071056,0,0,0,0,0,0,0,0,0,0,,,0,0.05715362,0.05342198,,0.22950086,0.1250355,-0.006110244,9.019966,8.472064,7.3370366,0.3552169,0.97420865,0.83470106,0.32564843,0.9740634,0.82132566,0.20300752,0.9548872,0.7293233,5.9848366,3.6857834,0.61585367,1.4962091,0.6212121,0.7663509,0.4375,2.4085317,1.7516594,0.056168348,0.045613255,0.038478572,0.1415013,0.15,0.28402367,0.5838865,0.54739356,0.5109006,4.8784857,4.497299,3.6139219,0.07298581,0.036492907,0.036492907,0.47440776,0.43791485,0.40142196,0.18246453,0.14597163,0.10947871,5.1972036,4.308471,4.0360255,0.07298581,0.036492907,0,2.7369678,1.0218012,0.40142196,1.0947871,0.29194325,0.036492907
Goalkeeper,Fran González,Real Madrid,19,1.1292592,1,101.63333,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,0,0,,0,0,0,0,2.1073334,0,0,0,6.198754,0,0,0,0,0,,0,0,,0,0,0,0,,0,0,,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,0,10.626435,1,4.450193,0,0.08250621,0.08250621,,,,0,0.4,0.6,8.5667,-0.4,0.066666667,0.6,2.6566088,14.16858,0.2,0.9,2.6566088,0.5,1.7710725,13.462679,27.14609375,0.9145706,40.60877228,0.8175519,24.82701959,33.19977951,0.05731763,7.4035306,0,0,7.527058,0.26234567,8.855363,0.260609746,1.7710725,-0.46155876,0,0,1.6041672,1.3095138,0,1.7710725,0.2,-0.260609746,0.8828877,,0.005740157,-0.46564755,-0.42714176,0.032765627,,16.0071,,,0.7692308,0.9230769,0.84615386,,,,,,,2.6566088,2.6566088,1,0,,0,,0,0,0.008190529,,,0.2,,,0,0,0,7.0596094,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,1.7710725,0,0,1.7710725,0,0
Attacking Midfielder / Winger,Pejiño,Las Palmas,28,0.20777778,1,18.7,0,0,0,0,0,0,0,0,0,0,0,1,4.8128343,0,0,0,4.8128343,4.8128343,-0.1509395,0,4.8128343,0.1509395,0,0,0,,0,0,4.8128343,0.0625,0.1509395,0.031361874,0,0,0,14.438501,50.322144,4.8128343,0,0,9.625669,28.877003,0,0,0,0,,0,0,,0,4.8128343,5.917303,5.917303,1,4.8128343,4.8128343,48.310715,0,0,0,,23.669212,9.625669,19.251337,9.625669,0.5,0,0,9.625669,0,0,0,0,0,,0,0,0,48.12834,0.9,6.646136,0,0,0.1509395,0.5,0,0.5,0.428571429,0,0.571428571,51.1,-0.10714286,1,,0,33.68984,0.571428571,0.857142857,0,0.75,0,-1.9385215,16.00002398,0.9614401,14.06150246,0.86629516,15.38306427,12.18141174,0,0,0.14285715,0,1.9251336,0.16666666,0,0,0,0,0,0,0,0,0,0,,,0,-0.007685344,0.16796835,,-0.012079845,-0.038687482,-0.13367538,6.2780743,7.793955,8.611453,0.14285715,0.85714287,0.5714286,0.2,1,0.8,0.25,1,1,0,0,,0,,0,,0,0,,,,0,0,0,9.625669,4.8128343,0,,,,0,0,0,9.625669,4.8128343,0,0,0,0,4.0480423,4.523961,,0,0,0,0,0,0,0,0,0
Attacking Midfielder / Winger,Chiquinho,Mallorca,25,2.1844444,8,196.59999,1,0.45778233,1.8311293,0.45778233,0.91556466,0.101178385,0,0.91556466,0.037502617,0.13868101,5.035606,0.45454547,5.035606,2.7466938,4.120041,0,2.2889116,6.8667345,0.20771171,0.45778233,3.6622586,0.25007063,0,0,0,,0.04289548,0.5,1.8311293,0.043478261,0.111389615,0.060831103,0,0,0.91556466,16.480164,51.982094,8.240082,0,0,3.6622586,31.58698,0.91556466,4.120041,0,0.83573604,0,0,2.7466938,0,0,2.7466938,0.9106104,1.7463464,0.25,0.91556466,1.8311293,53.11057,0,4.577823,4.120041,0.9,26.786062,2.7466938,27.924723,15.106816,0.5409836,0,0.45778233,5.95117,0,0.45778233,0.91556466,4.577823,0.91556466,0,0,0,4.577823,28.382504,0.5967742,5.186432,1.8311293,0.25980663,0.41550562,0.538461538,0.230769231,0.230769231,0.324324324,0.189189189,0.486486486,73.33276,0.10135135,0.05,0.166666667,0.45778233,12.817905,0.216216216,0.648648649,0.45778233,0.75,2.2889116,-2.7715895,18.44365135,0.74194354,15.67206192,0.79350823,13.68414815,12.43591022,0,0,0.35135135,0.13513513,4.8067145,0.34201956,0,0,0,0,0,0,0,0,0,0,,,0,-0.002123065,-0.035200264,,-0.088681616,0.05663135,-0.10798965,4.0025396,3.791484,3.9421072,0.023255814,0.6976744,0.27906978,0.030303031,0.6666667,0.24242425,0.03846154,0.6923077,0.23076923,4.120041,1.8311293,0.44444445,0.91556466,0.33333334,0.91556466,0.33333334,2.7466938,2.7466938,-5.27E-04,-0.004971491,-0.001147104,0.32142857,0.26086956,0.4,5.95117,4.120041,2.7466938,3.4289107,3.0346723,3.0346723,0.45778233,0.45778233,0.45778233,3.2044764,1.8311293,1.3733469,0.91556466,0.45778233,0.45778233,4.388344,5.0064764,5.787487,0,0,0,1.8311293,0.91556466,0.91556466,0,0,0
Midfielder,Fran Beltrán,Celta Vigo,26,29.431479,34,2648.833,29,0.033977225,0.44170395,0.033977225,0.44170395,0.02949248,0,0,0,0.02949248,0.7814762,0.64285713,0.4756812,0.16988613,0.6115901,0,0.30579504,0.8494307,0.04492508,0.10193168,1.2231802,0.0570066,0.086956522,0.06795445,0.06795445,,0.05034447,0.173913043,0.7814762,0.004765396,0.027514119,0.035207875,0,0,0.10193168,11.688166,41.39745,9.547601,0.025454545,0.9853396,4.4170394,22.017242,1.0193168,4.9606752,1.085778,1.0901866,0.385964912,0.747499,0.9853396,0.3,0.10193168,1.3930663,1.8296758,2.9198627,0.613333333,1.5629524,2.5822692,43.291645,0.44170395,3.4656773,1.4270434,0.4117647,20.46647,3.5336316,19.129179,6.9653316,0.36412078,0.333333333,0.10193168,9.173852,0.5436356,0.10193168,0.5436356,1.0872712,0,0,0.033977225,0.1359089,0.5436356,38.22438,0.9617778,4.744986,4.824766,0.5058768,0.5153769,0.02962963,0.244444444,0.725925926,0.065948856,0.173620458,0.760430686,48.282112,-0.05635794,0.118804091,0.725806452,3.0579503,48.72334,0.160161507,0.888290713,1.2911346,0.831932773,3.907381,-3.5602455,19.81933199,0.98581713,16.25908661,1.0112756,19.53823686,16.44241905,0,0,0.1372813,0.080080755,4.3185062,0.36926213,0,0,0,0,0,0,0,0,0,0,,,0,0.0147271,0.06364278,,0.10348764,0.044421624,-0.019303825,6.7018757,6.563987,5.574484,0.17635468,0.92019707,0.61576355,0.16774194,0.9139785,0.6043011,0.094827585,0.88793105,0.54310346,9.1398735,6.4896502,0.7100372,3.2278366,0.7251908,0.7814762,0.71875,4.4510164,1.0872712,0.060433324,0.047940735,0.026111126,0.19896449,0.23144877,0.22377622,3.8734038,1.7328386,0.44170395,5.503789,4.978039,5.3866315,0.16988613,0.033977225,0,3.0579503,1.3251119,0.30579504,1.4270434,0.5096584,0.10193168,4.7237325,4.341966,3.5990458,0.33977225,0.10193168,0.033977225,4.9266977,2.4463603,0.5096584,2.4463603,1.1552258,0.30579504
Full Back,Fran García,Real Madrid,25,26.434256,31,2379.083,24,0.0756594,0.8322534,0.0756594,0.8322534,0.06373297,0,0,0,0.06373297,0.5674455,0.46153846,0.49178612,0.2648079,0.8322534,0,0.22697821,1.0592316,-0.019945597,0.0756594,1.3618692,0.095605,0,0,0,,0.028058633,0.214285714,0.5296158,0.004384362,0.031872038,0.060179544,0,0,0,9.306107,36.84025,8.88998,0.02734375,1.3618692,5.6366253,17.288174,1.5510178,3.9721186,1.6953377,2.154847,0.452380952,0.7187643,1.0970614,0.50980395,0,0.5674455,3.1215727,5.2764206,0.674157303,2.269782,3.8207996,41.34115,0.378297,2.5724196,1.8536553,0.7205882,20.16265,3.9721186,14.526606,5.2961583,0.36458334,0.26,0.2648079,17.81779,0.6052752,0.22697821,0.6052752,2.0049741,0,0.4375,0.49178612,0.0756594,1.399699,44.26075,0.96666664,4.31785,4.6908827,0.73846173,0.75893337,0.265392781,0.157112527,0.577494692,0.180653427,0.212684177,0.606662396,54.24852,-0.17925607,0.955017301,0.6,2.1562932,51.675373,0.109545163,0.869314542,1.9671445,0.69005848,2.9885464,0.34806842,16.39010575,0.96285564,16.73817444,1.059258,15.78130613,17.73004532,0,0,0.1537476,0.09224856,6.8774395,0.32211193,0,0,0,0,0,0,0,0,0,0,,,0,0.067934155,0.08506549,,0.24745907,0.102498166,-0.008038743,9.157072,8.811571,8.306219,0.3987854,0.9696356,0.8208502,0.36714977,0.96135265,0.8228663,0.30833334,0.94722223,0.8111111,4.9935203,2.307612,0.46212122,1.0970614,0.43283582,0.6052752,0.41025642,2.53459,1.4753582,0.023902332,0.01629877,0.010987883,0.10714286,0.09682081,0.108938545,2.4211009,2.1562932,1.5888474,4.6846833,4.0176344,3.547135,0.4161267,0.3026376,0.22697821,1.9671445,1.7023365,1.2105504,1.1727207,0.98357224,0.756594,6.143272,5.7562265,5.8177786,0.0756594,0.0378297,0,1.4753582,0.6809346,0.4161267,0.5674455,0.11348911,0.0378297
Attacking Midfielder / Winger,Perez Martinez,Valencia,22,7.7825933,26,700.4334,4,0,0.8994431,0,0.8994431,0.220052,0,0,0,0.220052,2.4413457,0.36363637,2.8268213,1.7988862,1.5419024,0,1.027935,3.3407886,-0.25382155,0,1.6703943,0.25382155,0,0,0,,0.013354751,0.166666667,0.7709512,0.010504202,0.033769537,0.04380243,0,0,0.12849188,12.206728,47.341198,4.7541995,0.011904762,0.25698376,2.3128538,23.128538,0.7709512,2.6983292,0.26434755,0.63370717,0.333333333,0.3854756,0.8994431,0.5882353,0,1.2849187,1.8838271,2.517534,0.708333333,2.184362,2.9553132,48.586178,0,3.854756,3.3407886,0.8666667,18.307182,1.5419024,19.659256,9.122923,0.4640523,0.181818182,0.25698376,10.022366,0.8994431,0.25698376,1.027935,3.0838048,0.12849188,0.25,0.5139675,0.12849188,2.184362,31.609001,0.8292683,6.7271156,1.7988862,0.36395568,0.4638469,0.256410256,0.102564103,0.641025641,0.237288136,0.118644068,0.644067797,62.14039,-0.06214689,0.1875,0.421052632,1.027935,29.424637,0.266949153,0.728813559,1.1564269,0.666666667,1.5419024,-0.2504072,16.20602883,0.9400523,15.95562172,0.8392097,15.2345141,13.39011192,0,0,0.23305085,0.084745765,3.3793364,0.38282382,0,0,0,0,0,0,0,0,0,0,,,0,0.005710539,0.04763601,,0.1159961,0.10009231,-0.03744277,5.0327277,5.190079,5.037424,0.07042254,0.8262911,0.43192488,0.078313254,0.8313253,0.4698795,0.06666667,0.8095238,0.47619048,3.4692805,1.927378,0.5555556,1.4134107,0.6875,0.7709512,0.6,2.05587,1.2849187,0.04331607,0.04344795,0.03293456,0.12796208,0.10958904,0.11111111,6.039118,4.4972157,2.8268213,3.235412,3.1526444,2.9507911,0.25698376,0.25698376,0.25698376,3.854756,2.8268213,1.5419024,1.4134107,1.027935,0.8994431,4.2863426,4.442348,5.7977934,0,0,0,1.2849187,1.1564269,0.7709512,0,0,0
