Position,Name,Team,Age,90s Played,Appearances,Minutes Played,Starting Appearances,Assists,Key Passes,Open Play Assists,Open Play Key Passes,Open Play xG Assisted,Set Piece Assists,Set Piece Key Passes,Set-Piece xG Assisted,xG Assisted,Dispossessed,Dribble%,Dribbles,Failed Dribbles,Fouls Won,Penalty wins,Successful Dribbles,Turnovers,Over/Underperformance,Scoring Contribution,Shots & Key Passes,xG & xG Assisted,Goal Conversion%,Goals & Penalty Goals,Non-Penalty Goals,Penalty Conversion%,Post Shot xG,Shooting%,Shots,Shot Touch%,xG,xG/Shot,Red Cards,Second Yellow Cards,Yellow Cards,Aggressive Actions,Average Defensive Action Distance,Ball Recoveries,Blocks/Shot,Clearances,Defensive Action Regains,Defensive Actions,Interceptions,Opposition Half Ball Recoveries,PAdj Clearances,PAdj Interceptions,Aerial Win%,Aerial Wins,Dribbled Past,Dribbles Successfully Defended%,Errors,Fouls,PAdj Tackles,PAdj Tackles & Interceptions,Tack/Dribbled Past%,Tackles,Tackles & Interceptions,Average Pressure Distance,Counterpressure Regains,Counterpressures,Counterpressures in Opposing Half,Counterpressures in Opposing Half%,PAdj Pressures,Pressure Regains,Pressures,Pressures in Opposing Half,Pressures in Opposing Half%,Crossing%,Deep Completions,Open Play Final Third Passes,OP Passes Into Box,Passes Inside Box,Passes Into Box,Passes + Touches In Box,Set Piece Passes Into Box,Successful Box Cross%,Successful Crosses,Throughballs,Touches In Box,Carries,Carry%,Carry Length,Deep Progressions,xGBuildup,xGChain,Final Third Pass Backward%,Final Third Pass Forward%,Final Third Pass Sideways%,Pass Backward%,Pass Forward%,Pass Sideways%,Average Pass Distance,Being Pressured Change in Pass%,Left to Right Footedness%,Long Ball%,Long Balls,Open Play Passes,Passes Being Pressured%,Passing%,Pressured Long Balls,Pressured Pass%,Unpressured Long Balls,Being Pressured Change in Pass Length,Pass Length,Pass Length Ratio,Pressured Pass Length,Pressured Pass Length Ratio,Successful Pass Length,Successful Pressured Pass Length,Claims - CCAA%,Goalkeeper Aggressive Distance,Pass into Danger%,Pass into Pressure%,Positive Outcome,Positive Outcome%,All Shots Faced,Expected Save%,Goals Conceded,Goals Saved Above Average,Penalties Conceded,Penalties Faced,Positioning Error,PSxG Faced,Save%,Shots Faced,Shots Faced On Target%,Shot Stopping%,xG Faced,Defensive Action OBV,Dribble & Carry OBV,Goalkeeper OBV,OBV,Pass OBV,Shot OBV,Average SRI,Average SRI F2,Average SRI F3,BRIS 10m%,BRIS 2m%,BRIS 5m%,BRIS F2 10m%,BRIS F2 2m%,BRIS F2 5m%,BRIS F3 10m%,BRIS F3 2m%,BRIS F3 5m%,LBP,LBP Completed,LBP Completed %,LBP Completed F2,LBP Completed F2%,LBP Completed F3,LBP Completed F3%,LBP F2,LBP F3,LBP OBV,LBP OBV F2,LBP OBV F3,LBP/Pass%,LBP/Pass F2%,LBP/Pass F3%,LBP Received,LBP Received F2,LBP Received F3,LBP Avg Dist,LBP Avg Dist in F2,LBP Avg Dist in F3,LBP Received 10m,LBP Received 10m in F2,LBP Received 10m in F3,LBP Received 2m,LBP Received 2m in F2,LBP Received 2m in F3,LBP Received 5m,LBP Received 5m in F2,LBP Received 5m in F3,LBP Received Avg Dist,LBP Received Avg Dist in F2,LBP Received Avg Dist in F3,LBP to Space 10m,LBP to Space 10m in F2,LBP to Space 10m in F3,LBP to Space 2m,LBP to Space 2m in F2,LBP to Space 2m in F3,LBP to Space 5m,LBP to Space 5m in F2,LBP to Space 5m in F3
Full Back,Erik Danny Centeno,Birmingham Legion,23,4.7431483,13,426.88333,3,0.21083044,1.2649827,0.21083044,1.0541523,0.12464679,0,0.21083044,0.013276835,0.13792361,0.63249135,0.33333334,1.2649827,0.84332174,1.0541523,0,0.42166087,2.1083045,0.002999035,0.21083044,1.4758132,0.20783141,0,0,0,,0,0,0.21083044,0.002754821,0.069907784,0.331582963,0,0,0.63249135,5.270761,42.00216,6.535743,0.020408163,0.84332174,3.1624565,10.752353,1.4758132,3.1624565,0.9016355,1.28156,0.25,0.21083044,0.21083044,0.5,0,0.84332174,1.2121966,2.4937565,0.833333333,1.0541523,2.5299654,46.347874,0,1.4758132,1.2649827,0.85714287,8.982449,2.3191347,8.854878,4.427439,0.5,0.3125,0.63249135,8.644048,0.84332174,0.63249135,1.0541523,1.8974739,0.21083044,0.6,1.0541523,0,1.0541523,32.67872,0.92258066,5.5744057,1.6866435,0.48439994,0.5608106,0.243902439,0.073170732,0.682926829,0.204651163,0.111627907,0.68372093,50.982697,0.05620155,0.08496732,0.588235294,2.1083045,37.106155,0.111627907,0.860465116,1.0541523,0.916666667,3.373287,-1.680391,17.82860079,0.93465275,16.14821053,1.0361338,16.66355046,16.73170662,0,0,0.1767442,0.09767442,5.5237575,0.41259843,0,0,0,0,0,0,0,0,0,0,,,0,-0.036399998,0.07141926,,0.18841676,0.17711993,-0.023722436,8.764348,9.73375,8.786667,0.3043478,1,0.65217394,0.375,1,0.75,0.33333334,1,0.7777778,4.4344077,1.1086019,0.25,0,0,0,0,3.3258057,3.3258057,-0.032408588,-0.033005886,-0.033005886,0.114285715,0.15,0.1875,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
Goalkeeper,Ethan Bandré,Tampa Bay Rowdies,27,14.44352,13,1299.9167,13,0,0,0,0,0,0,0,0,0,0.0692352,,0,0,0.2769408,0,0,0,0,0,0,0,,0,0,,0,,0,0,0,,0,0,0,0.20770562,2.5284696,3.1848195,0,0.0692352,6.715815,0.1384704,0,0,0.055689044,0,,0,0.1384704,0.33333334,0.0692352,0,0,0,0,0,0,5.0612497,0,0,0,,0.15701014,0.0692352,0.1384704,0,0,,0,0,0,0,0,0,0,,0,0,0,12.4623375,0.99444443,3.5052927,0.1384704,0.034970462,0.034970462,,,,0,0.370879121,0.629120879,8.713243,-0.1497558,0.210045662,0.401515152,3.6694658,14.816334,0.123626374,0.771978022,1.3847041,0.622222222,7.823578,1.2429471,32.2573269,0.74729836,33.50027466,0.67592585,24.10584756,22.64370155,0.004044006,15.044555,0.1923077,0.041208792,0.79620486,0.078178115,10.24681,0.679741482,1.0385281,-0.08508202,0.0692352,0.0692352,1.9023106,0.95344603,0.651162791,2.977114,0.290540541,-0.028578692,1.1340058,-0.001097113,0.03178246,-0.08255749,-0.023781987,0.028090162,,14.347832,,,0.74285716,0.94285715,0.94285715,,,,,,,1.9995885,1.333059,0.6666667,0,,0,,0,0,0.010697368,,,0.18367347,,,0,0,0,6.329275,,,0,0,0,0,0,0,0,0,0,,,,0.2221765,0,0,0.888706,0,0,0.444353,0,0
Midfielder,Ethan Bryant,Monterey Bay,24,4.970926,15,447.38333,4,0,1.2070186,0,1.0058489,0.103209466,0,0.20116976,0.002295812,0.105505265,1.4081883,0.5,1.2070186,0.6035093,1.4081883,0,0.6035093,1.6093581,-0.25558794,0,3.2187161,0.25558794,0,0,0,,0.1082905,0.1,2.0116978,0.021978022,0.15008268,0.074604982,0,0,0.20116976,10.259658,42.77477,8.851469,0,0.80467904,3.6210558,22.732183,1.4081883,5.029244,0.76622206,1.260683,0.5,1.4081883,0.6035093,0.4,0,1.0058489,0.6546595,1.9153425,0.571428571,0.80467904,2.2128673,44.239403,0.20116976,3.0175464,1.6093581,0.53333336,17.811855,3.0175464,20.921656,8.44913,0.40384614,0.333333333,0.20116976,8.6503,1.0058489,0,2.0116978,4.224565,1.0058489,0.4,0.80467904,0.20116976,3.2187161,34.19886,0.9235294,4.195695,3.2187161,0.3247206,0.4513671,0.139534884,0.162790698,0.697674419,0.112149533,0.14953271,0.738317757,54.876373,-0.10453939,0.075949367,0.454545455,3.0175464,36.411728,0.163551402,0.761682243,1.0058489,0.657142857,6.4374323,-5.492615,20.81650436,0.92196053,15.32388878,1.0343922,19.19199488,15.85091209,0,0,0.1542056,0.046728972,5.029244,0.41050902,0,0,0,0,0,0,0,0,0,0,,,0,0.037251335,0.057454113,,0.18337227,0.11135699,-0.022690153,5.715,5.34,5.05375,0.083333336,1,0.5,0.09090909,1,0.45454547,0,1,0.5,0,0,,0,,0,,0,0,,,,0,0,0,4.7851133,4.7851133,0,,,,0,0,0,4.7851133,4.7851133,0,0,0,0,3.305,3.305,,0,0,0,0,0,0,0,0,0
Centre Back,Ethan Kos,Birmingham Legion,24,2.4409258,3,219.68333,3,0,0,0,0,0,0,0,0,0,0,,0,0,0.8193612,0,0,0,-0.017241398,0,0.4096806,0.017241398,0,0,0,,0,0,0.4096806,0,0.017241398,0.042084977,0,0,0,4.506487,28.727589,4.9161673,0.083333333,4.096806,5.7355285,10.242015,1.2290418,1.2290418,2.9258797,0.8746549,0.6,1.2290418,0.8193612,0.33333334,0,0.8193612,0.9290926,1.8037475,0.6,1.2290418,2.4580836,37.11854,1.6387224,2.8677642,1.6387224,0.5714286,6.00729,2.8677642,8.193612,2.8677642,0.35,,0,2.048403,0,0,0,0.8193612,0,,0,0,0.8193612,20.07435,1,4.0891943,2.048403,0.045128178,0.045128178,0,0.6,0.4,0,0.314285714,0.685714286,35.549244,0.14285715,0.946428571,0.4,1.6387224,28.267962,0.028571429,0.857142857,4.096806,1,4.096806,-1.4944148,25.32538365,0.92991346,23.83096886,1,23.55041504,23.83096886,0,0,0.17142858,0.08571429,0.98323345,0.10810811,0,0,0,0,0,0,0,0,0,0,,,0,0.10406736,0.02676898,,0.13852362,0.018091647,-0.010404342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Full Back,Ethan Pendleton,Loudoun United,19,0.48425928,5,43.583336,0,0,0,0,0,0,0,0,0,0,0,,0,0,4.1300187,0,0,2.0650094,0,0,0,0,,0,0,,0,,0,0,0,,0,0,0,18.585085,29.96361,4.1300187,0,0,0,28.910131,0,0,0,0,0,0,4.1300187,0,0,0,4.550942,4.550942,0.5,4.1300187,4.1300187,32.27127,0,8.260037,6.1950283,0.75,33.443146,0,24.780113,8.260037,0.33333334,,0,4.1300187,0,0,0,0,0,,0,0,0,16.520075,0.875,2.6562421,0,0,0,0,0,1,0.2,0.2,0.6,58.4504,0.2,0,0.5,2.0650094,14.455066,0.1,0.8,0,1,4.1300187,-16.39018,21.43795166,0.8883464,5.047771931,1,19.04432678,5.047771931,0,0,0.2,0,,,0,0,0,0,0,0,0,0,0,0,,,0,-0.007256591,0.08225501,,0.127371,0.052372556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Striker,Ethan Zubak,Orange County SC,27,28.452227,29,2560.7004,26,0.03514663,0.59749275,0.03514663,0.59749275,0.03755997,0,0,0,0.03755997,0.91381246,0.5,0.4217596,0.2108798,1.054399,0,0.2108798,1.5113052,-0.017988753,0.28117305,2.0033581,0.29916182,0.175,0.38661298,0.24602644,0.8,0.29197788,0.375,1.4058653,0.030181087,0.26160187,0.186078882,0,0,0.2108798,11.422656,62.171146,3.0929039,0.011976048,0.98410577,4.112156,20.068727,0.28117305,1.9330648,0.9696087,0.29920438,0.428571429,2.5305576,0.3163197,0.41666666,0,1.0192523,0.6784429,0.9776472,0.689655172,0.70293266,0.98410577,64.83131,0.3163197,2.6359975,2.3196778,0.88,17.707623,3.5146635,18.38169,14.058654,0.7648184,0.166666667,0.35146633,4.779942,0.45690623,0.07029326,0.45690623,4.4636226,0,0.153846154,0.07029326,0.03514663,4.0067163,12.828522,0.8630137,4.2808485,0.91381246,0.34201524,0.4992563,0.279411765,0.125,0.595588235,0.277432712,0.113871636,0.608695652,58.756115,-0.07440944,0.117460317,0.740740741,0.70293266,16.483772,0.3436853,0.737060041,1.2652788,0.662650602,0.66778606,-0.46235254,14.90563838,1.0066609,14.44328594,0.966786,15.00492396,13.96356678,0,0,0.3126294,0.126294,2.421603,0.18501613,0,0,0,0,0,0,0,0,0,0,,,0,0.015534638,-0.026229018,,-0.030285768,-0.060144756,0.04055339,3.8175466,3.9756088,4.0005946,0.04278075,0.6791444,0.25668448,0.053030305,0.67424244,0.25757575,0.038961038,0.7012987,0.25974026,1.9387056,0.8224811,0.42424244,0.5874865,0.37037036,0.41124055,0.3888889,1.5862137,1.0574757,0.002973213,0.001503118,-4.93E-04,0.12840466,0.16564417,0.20454545,5.522373,3.7011652,1.6449622,4.5717435,3.7490635,3.9838293,0.17624594,0.17624594,0.058748648,3.3486733,2.1737,0.9987271,1.2337217,0.8224811,0.3524919,3.619915,4.0497575,4.302956,0,0,0,0.46998918,0.29374325,0.23499459,0.17624594,0.058748648,0.058748648
Striker,Etienne Eto’o Pineda,Rayo Vallecano,22,0.5744445,2,51.7,0,0,0,0,0,0,0,0,0,0,1.7408123,0,1.7408123,1.7408123,0,0,0,8.7040615,0,0,0,0,,0,0,,0,,0,0,0,,0,0,0,3.4816246,69.61403,3.4816246,0,1.7408123,0,15.667312,0,3.4816246,2.1610322,0,0.8,6.963249,1.7408123,0,0,0,0,0,0,0,0,79.296074,0,1.7408123,1.7408123,1,18.105803,0,15.667312,15.667312,1,,0,3.4816246,0,0,0,1.7408123,0,,0,0,1.7408123,12.185686,0.2857143,1.6430532,1.7408123,0,0,0,0,1,0.2,0,0.8,65.32143,-0.3,1,,0,8.7040615,0.4,0.8,1.7408123,0.5,0,3.1906986,11.02700043,0.91128105,14.21769905,0.949182,10.04869652,13.49518394,0,0,0.2,0.2,0.69632494,0.09090909,0,0,0,0,0,0,0,0,0,0,,,0,0.057377145,-0.40804592,,-0.29494104,0.055727664,,3.0279417,3.0279417,2.7444527,0,0.71428573,0.14285715,0,0.71428573,0.14285715,0,1,0,0,0,,0,,0,,0,0,,,,0,0,0,5.222437,5.222437,1.7408123,,,,0,0,0,1.7408123,1.7408123,1.7408123,0,0,0,2.1400282,2.1400282,2.1400282,0,0,0,0,0,0,0,0,0
Striker,Evan Conway,North Carolina,28,17.851667,20,1606.6501,16,0.056017175,0.50415456,0.056017175,0.50415456,0.066513196,0,0,0,0.066513196,1.1203434,0.25,0.6722061,0.50415456,1.0643263,0.056017175,0.16805153,2.520773,0.20068353,0.5601717,2.6888244,0.3594882,0.230769231,0.50415456,0.50415456,,0.37717843,0.41025641,2.1846697,0.067567568,0.29297504,0.134104949,0,0,0.056017175,11.427504,63.25994,4.0892534,0.010638298,0.3921202,3.4730647,24.703575,0.2240687,2.9689102,0.31505328,0.17044647,0.339285714,1.0643263,0.50415456,0.27272728,0,1.4004294,0.5394058,0.70985234,0.526315789,0.5601717,0.7842404,65.07083,0.4481374,4.201288,3.4730647,0.82666665,16.664688,3.0249274,22.911024,17.813461,0.7775061,0.142857143,0.3921202,3.8651848,0.2240687,0.16805153,0.2240687,5.097563,0,0.25,0.056017175,0.056017175,4.873494,12.827932,0.75545853,6.1060805,1.5124637,0.24631274,0.45775023,0.188405797,0.101449275,0.710144928,0.202586207,0.11637931,0.681034483,61.538097,-0.03256705,0.835714286,0.384615385,0.28008586,12.603864,0.310344828,0.685344828,0.5601717,0.652777778,0.5601717,-0.16974825,15.88584321,0.9859552,15.71609497,0.9244019,15.66272971,14.52798748,0,0,0.33189654,0.11637931,1.9718049,0.16777885,0,0,0,0,0,0,0,0,0,0,,,0,-0.011808107,-0.004711107,,0.036293786,-0.026759602,0.07957257,3.2524068,3.3850076,2.6790144,0.028169014,0.63380283,0.18309858,0.020408163,0.71428573,0.20408164,0,0.65384614,0.03846154,1.1940958,0.14926198,0.125,0.14926198,0.33333334,0,0,0.44778594,0.14926198,-0.00753329,-0.002097913,-0.002028539,0.12698413,0.071428575,0.04347826,6.269003,3.8808115,2.2389297,3.4662747,3.4662747,,0,0,0,3.7315495,2.8359778,1.7911438,0.44778594,0.44778594,0.14926198,2.7607293,2.8781793,3.0662735,0,0,0,0.14926198,0.14926198,0,0,0,0
Midfielder,E.Davila,Louisville City,23,10.809815,20,972.88336,7,0,0.74006814,0,0.64755964,0.024727304,0,0.09250852,0.008189417,0.032916717,0.55505115,0.64285713,1.2951193,0.4625426,1.2951193,0,0.8325767,1.4801363,-0.05127428,0.09250852,2.4052215,0.1437828,0.055555556,0.09250852,0.09250852,,0.10009435,0.111111111,1.6651534,0.019512195,0.110866085,0.066580104,0,0,0.09250852,13.1362095,46.73227,9.620886,0.01010101,1.0175937,4.625426,25.439844,0.37003407,6.383088,0.80419517,0.24593833,0.344827586,0.9250852,1.1101023,0.25,0.09250852,1.6651534,0.90024483,1.1461831,0.52,1.2026107,1.5726448,49.384148,0.37003407,3.9778664,2.6827471,0.6744186,16.788984,3.7003407,22.849604,10.63848,0.46558705,0.5,0.18501703,7.4931903,0.4625426,0,0.55505115,1.7576619,0.09250852,0.333333333,0.18501703,0.09250852,1.2951193,28.030083,0.9339934,4.728705,3.5153239,0.49033707,0.49842632,0.061728395,0.283950617,0.654320988,0.107142857,0.1875,0.705357143,53.665287,-0.06820729,0.178571429,0.594594595,2.0351875,30.805336,0.25297619,0.797619048,1.5726448,0.729411765,2.8677642,-2.7106028,19.12120855,0.9506502,16.41060638,0.9780579,18.17758133,16.05052376,0,0,0.22321428,0.08928572,3.9038594,0.27033952,0,0,0,0,0,0,0,0,0,0,,,0,0.039115895,0.06752079,,0.09226461,0.019725531,-0.034097604,4.427725,3.9111793,4.0237236,0.06896552,0.6896552,0.41379312,0,0.6666667,0.3888889,0,0.6666667,0.33333334,2.4903154,0.9961262,0.4,0.4980631,0.5,0.4980631,0.5,0.9961262,0.9961262,0.012162566,0.008624439,0.016151024,0.10638298,0.09090909,0.2,3.4864416,2.4903154,0.9961262,5.3427534,,,0,0,0,1.9922523,0.9961262,0.4980631,1.4941893,0.9961262,0.4980631,5.622278,6.5937133,7.362343,0,0,0,0.4980631,0,0,0.4980631,0,0
Attacking Midfielder / Winger,Ezekiel Soto,Charleston Battery,18,0.28462964,1,25.616667,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,10.540013,-0.07875709,0,3.5133379,0.07875709,0,0,0,,0,0,3.5133379,0.052631579,0.07875709,0.022416603,0,0,0,7.0266757,64.01484,10.540013,0,0,10.540013,31.620039,0,10.540013,0,0,1,3.5133379,0,,0,7.0266757,5.68757,5.68757,1,3.5133379,3.5133379,55.366726,3.5133379,3.5133379,3.5133379,1,34.12542,7.0266757,21.080027,10.540013,0.5,,0,10.540013,0,0,0,14.053351,0,,0,0,14.053351,24.593365,0.5714286,4.0371776,3.5133379,0.45755494,0.45755494,0.333333333,0,0.666666667,0.375,0.125,0.5,58.99643,0.125,0,,0,28.106703,0.25,0.875,0,1,0,-1.3372822,14.25734329,1.0964942,12.92006111,1,15.6330937,12.92006111,0,0,0.125,0,3.5133379,0.29411763,0,0,0,0,0,0,0,0,0,0,,,0,-0.7226287,-0.11263452,,-1.0863287,-0.1122923,-0.13877319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Full Back,Ezra Armstrong,North Carolina,27,1.8081481,3,162.73334,2,0,0.553052,0,0.553052,0.019134067,0,0,0,0.019134067,1.106104,0.6,2.76526,1.106104,1.659156,0,1.659156,3.318312,-0.049607374,0,1.106104,0.049607374,0,0,0,,0,0,0.553052,0.008064516,0.030473303,0.055100247,0,0,0,9.954936,45.149395,8.848832,0,0.553052,3.318312,21.015976,0.553052,2.212208,0.43390438,0.43390438,1,0.553052,0,1,0,2.212208,1.7403984,2.1743028,1,1.659156,2.212208,44.48086,0.553052,1.659156,1.659156,1,11.424223,2.76526,17.144613,6.636624,0.38709676,0.166666667,0,6.083572,1.106104,0,1.659156,2.76526,0.553052,0.333333333,0.553052,0,1.659156,35.94838,0.8923077,5.0137763,3.871364,0.03957834,0.1329869,0.181818182,0.090909091,0.727272727,0.0625,0.2875,0.65,51.452114,-0.002941177,0.833333333,0.2,1.106104,33.18312,0.2125,0.65,0.553052,0.647058824,5.53052,-6.910386,18.26672211,0.8232803,11.35633564,1.1575654,15.03863173,13.14570045,0,0,0.4,0.15,3.1523967,0.45238096,0,0,0,0,0,0,0,0,0,0,,,0,1.30E-04,0.14252311,,0.21248682,0.09597433,-0.02614012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Striker,Fábio Silva,Las Palmas,22,22.440557,24,2019.6501,22,0.089124344,0.6684326,0.089124344,0.6684326,0.10131033,0,0,0,0.10131033,1.7379248,0.46341464,1.827049,0.98036784,2.2281086,0,0.8466813,3.8769093,0.08575882,0.44562176,2.7182927,0.3598629,0.173913043,0.44562176,0.35649738,0.6666667,0.3727208,0.434782609,2.04986,0.040650407,0.2585526,0.126131835,0,0,0.31193522,6.6397643,58.57033,4.367093,0,1.2031786,2.4954817,18.537863,0.35649738,2.6737304,1.0326167,0.4099052,0.453846154,2.6291683,0.5793082,0.23529412,0,2.0052977,0.85021317,1.2601182,0.617647059,0.9358056,1.2923031,62.310078,0.40105957,2.8965414,2.5846062,0.8923077,14.870666,2.0052977,15.596761,11.006857,0.7057143,0.4,0.8466813,6.1495795,0.5793082,0.53474605,0.5793082,6.6397643,0,0.230769231,0.35649738,0.089124344,6.0604553,19.295422,0.73672056,5.827966,1.5151138,0.29272056,0.49466598,0.239130435,0.108695652,0.652173913,0.238095238,0.136363636,0.625541126,63.165833,-0.08674042,0.081180812,0.6,0.53474605,18.805237,0.350649351,0.673160173,1.2923031,0.586419753,0.80211914,-1.0500996,14.45135683,0.96378815,13.40125751,0.9251872,13.92804681,12.39867115,0,0,0.2792208,0.10822511,2.7316613,0.25843173,0,0,0,0,0,0,0,0,0,0,,,0,0.011334773,-0.011324307,,0.097416595,0.01029911,0.087107,3.1480453,3.1396122,3.1986601,0.020356234,0.57251906,0.19338423,0.016393442,0.58360654,0.19344263,0.016574586,0.58563536,0.20994475,2.7628548,0.8466813,0.30645162,0.71299475,0.33333334,0.49018392,0.37931034,2.1389842,1.2923031,0.009572759,0.011394082,0.013841384,0.15656565,0.16783217,0.1736527,9.892802,7.9320664,4.679028,3.8825312,3.9532056,4.3907003,0,0,0,4.7681527,3.832347,2.3617952,1.1140543,0.8912435,0.5793082,2.76146,2.7997906,2.9675848,0.044562172,0.044562172,0.044562172,0.5793082,0.44562176,0.31193522,0.13368651,0.089124344,0.089124344
Midfielder,Fabio González,Las Palmas,28,0.72074074,2,64.86667,0,0,0,0,0,0,0,0,0,0,0,,0,0,1.3874614,0,0,0,-0.118412256,0,2.7749228,0.118412256,0,0,0,,0,0,2.7749228,0.010869565,0.118412256,0.042672269,0,0,0,12.487153,45.396217,8.324769,0,1.3874614,2.7749228,27.749228,2.7749228,2.7749228,2.2078214,4.4156427,1,1.3874614,1.3874614,0,0,1.3874614,0,4.4156427,0,0,2.7749228,43.36331,0,4.1623845,2.7749228,0.6666667,27.39335,2.7749228,27.749228,9.71223,0.35,0,0,18.036999,0,0,0,4.1623845,0,,0,0,4.1623845,48.561146,1,3.8950505,9.71223,0.43090677,0.5005061,0.076923077,0,0.923076923,0.081632653,0.06122449,0.857142857,51.82819,0.017857144,0.175,0.8,5.5498457,67.98561,0.163265306,0.857142857,1.3874614,0.875,6.937307,-4.0212917,20.41776447,1.0168031,16.39647293,0.9973138,20.76084827,16.35242844,0,0,0.08163265,0.020408163,4.717369,0.22666667,0,0,0,0,0,0,0,0,0,0,,,0,-0.03306441,0.028597083,,-0.12623054,0.07535526,-0.19711848,7.3558598,7.196703,5.985778,0.1724138,0.9655172,0.79310346,0.15,0.95,0.75,0,1,0.6666667,4.1623845,1.3874614,0.33333334,1.3874614,0.5,0,,2.7749228,0,-0.015010731,-0.018791933,,0.06666667,0.083333336,0,2.7749228,0,0,6.6606355,6.6606355,,0,0,0,2.7749228,0,0,1.3874614,0,0,5.5406613,,,0,0,0,1.3874614,1.3874614,0,1.3874614,1.3874614,0
Centre Back,Facundo Tomás Garcés,Deportivo Alavés,25,8.535,10,768.14996,7,0,0.11716462,0,0.11716462,0.03376525,0,0,0,0.03376525,0,,0,0,0.23432924,0,0,0,-0.064740874,0,0.70298773,0.064740874,0,0,0,,0.02329683,0.2,0.5858231,0.002840909,0.030975627,0.052875394,0,0,0.23432924,4.4522557,25.990997,8.318688,0.077777778,4.8037496,2.460457,8.201523,1.0544815,1.9917985,3.249974,0.6034653,0.366666667,1.2888108,0.35149387,0.6666667,0,1.0544815,0.4801837,1.083649,0.666666667,0.70298773,1.7574693,29.495571,0.23432924,0.93731695,0.46865848,0.5,4.562287,1.4059755,6.444054,0.93731695,0.14545454,0,0.11716462,1.2888108,0,0.11716462,0,1.5231402,0,,0,0,1.5231402,13.239602,1,4.739988,1.2888108,0.1165753,0.15034056,0.090909091,0.636363636,0.272727273,0.048543689,0.36407767,0.587378641,37.256092,-0.13704257,0.115107914,0.513513514,2.2261279,22.964266,0.126213592,0.752427184,5.8582306,0.615384615,3.2806096,2.2778807,24.46077395,0.9268755,26.73865509,0.9286483,22.67209079,24.83080673,0,0,0.19902913,0.067961164,1.2770944,0.09494773,0,0,0,0,0,0,0,0,0,0,,,0,-0.008281914,3.14E-04,,0.018313032,0.020810116,0.005470407,12.342728,8.423191,2.284961,0.68085104,0.9680851,0.84042555,0.46153846,0.7692308,0.7692308,0,0.25,0.25,5.7410665,2.460457,0.42857143,0.11716462,0.071428575,0,0,1.6403048,0.8201524,0.01995864,-0.001229533,-0.003565515,0.28,0.4516129,0.7,0.11716462,0.11716462,0.11716462,5.9341674,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,1.1716462,0,0,0.70298773,0,0
Attacking Midfielder / Winger,Faysal Bettache,FC Tulsa,25,1.3101852,5,117.91667,0,0,0.7632508,0,0.7632508,0.16025297,0,0,0,0.16025297,2.2897525,0.5,1.5265017,0.7632508,0.7632508,0,0.7632508,0.7632508,-0.26837242,0,1.5265017,0.26837242,0,0,0,,0,0,0.7632508,0.014925373,0.10811946,0.141656518,0,0,0,9.15901,55.95662,5.342756,0,0,7.6325088,21.371023,0,3.0530033,0,0,0,0,0.7632508,0.5,0,0.7632508,0.927683,0.927683,0.5,0.7632508,0.7632508,55.96945,1.5265017,6.869258,6.869258,1,17.136654,6.1060066,19.844522,12.212013,0.61538464,0.5,0,9.922261,0.7632508,0,0.7632508,2.2897525,0,1,0.7632508,0,1.5265017,22.897526,0.8666667,6.5495634,3.0530033,0.31708485,0.58545727,0.153846154,0.076923077,0.769230769,0.142857143,0.171428571,0.685714286,60.50307,0.061904762,0.740740741,1,0.7632508,25.187279,0.171428571,0.771428571,0.7632508,0.833333333,0,0.18836758,17.59511021,1.0164192,17.78347778,1.0675359,17.88400834,18.98450089,0,0,0.14285715,0.057142857,3.2056534,0.12962963,0,0,0,0,0,0,0,0,0,0,,,0,-0.001986795,0.15015544,,0.3272358,0.17067769,0.008389453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
